id_usuario,palavra,contagem
782831401895738,chegar,2
1582601071825874,vida,44
1582601071825874,ir,40
1582601071825874,amor,38
1582601071825874,tá,36
1582601071825874,olhar,36
1582601071825874,bom,33
1582601071825874,dar,33
1582601071825874,sentir,28
1582601071825874,deus,27
1582601071825874,tô,25
1496895400420505,negro,19
1496895400420505,alguém,14
1496895400420505,criança,14
1496895400420505,mãe,13
1496895400420505,tô,12
1496895400420505,então,10
1496895400420505,tentar,9
1496895400420505,gostar,9
1496895400420505,mulher,8
1496895400420505,gênero,8
872858692876290,coração,9
872858692876290,vida,9
872858692876290,deus,7
872858692876290,amor,6
872858692876290,ameir,6
872858692876290,chegar,5
872858692876290,amizade,5
872858692876290,amo,5
872858692876290,dar,5
872858692876290,amei,4
698817233653777,bom,6
698817233653777,levar,3
698817233653777,pedir,2
698817233653777,crush,2
698817233653777,aí,2
698817233653777,chato,2
698817233653777,agradeço,2
698817233653777,futuramente,2
698817233653777,deixo,2
698817233653777,amigo,2
2041925969376769,sexual,3
2041925969376769,orientação,3
2041925969376769,passo,2
2041925969376769,religião,2
2041925969376769,querer,2
2041925969376769,dar,2
2041925969376769,errar,2
2041925969376769,psicológico,2
2041925969376769,amei,2
2041925969376769,amigo,2
535159810168122,bom,10
535159810168122,amo,8
535159810168122,amigo,6
535159810168122,galerar,5
535159810168122,aaaah,5
535159810168122,riso,4
535159810168122,maravilhoso,4
535159810168122,mundo,4
535159810168122,amizade,4
535159810168122,né,3
1022864967872047,vida,17
1022864967872047,passar,16
1022864967872047,amigo,15
1022864967872047,deus,15
1022864967872047,acreditar,13
1022864967872047,amor,12
1022864967872047,amo,11
1022864967872047,aprender,10
1022864967872047,éh,9
1022864967872047,amizade,9
886272441539053,bom,28
886272441539053,amor,25
886272441539053,bru,23
886272441539053,vida,14
886272441539053,amo,14
886272441539053,amiga,8
886272441539053,comigo,8
886272441539053,deus,8
886272441539053,amizade,8
886272441539053,vir,7
1989496901078257,teatro,23
1989496901078257,arte,22
1989496901078257,pé,20
1989496901078257,diversão,19
1989496901078257,caju,18
1989496901078257,viver,17
1989496901078257,ouro,15
1989496901078257,vir,15
1989496901078257,bode,13
1989496901078257,fantástico,13
2015628462039760,amo,8
2015628462039760,deus,7
2015628462039760,comigo,6
2015628462039760,amor,5
2015628462039760,crush,5
2015628462039760,parabéns,5
2015628462039760,jovem,5
2015628462039760,giiovanna,5
2015628462039760,abençoar,4
2015628462039760,vida,4
1548635091921417,guimarães,14
1548635091921417,bom,7
1548635091921417,turma,5
1548635091921417,amor,5
1548635091921417,mundo,5
1548635091921417,casual,4
1548635091921417,ltimo,4
1548635091921417,né,4
1548635091921417,ir,4
1548635091921417,comemorar,3
875705135940560,olhar,13
875705135940560,ir,4
875705135940560,youtube,3
875705135940560,watch,3
875705135940560,mendonça,2
875705135940560,rir,2
875705135940560,coração,2
875705135940560,linkr,2
875705135940560,deus,2
875705135940560,né,2
1033110380164779,amigo,7
1033110380164779,exatamente,6
1033110380164779,sinto,5
1033110380164779,ir,5
1033110380164779,coração,4
1033110380164779,conseguir,4
1033110380164779,amor,4
1033110380164779,levar,3
1033110380164779,vivo,3
1033110380164779,experiência,3
2115028345394858,tá,12
2115028345394858,amor,10
2115028345394858,poesia,9
2115028345394858,chuva,7
2115028345394858,legiãourbano,5
2115028345394858,família,5
2115028345394858,sorriso,5
2115028345394858,sonho,5
2115028345394858,pensar,5
2115028345394858,bom,5
1152191631583001,deus,19
1152191631583001,parabéns,17
1152191631583001,vida,12
1152191631583001,amor,12
1152191631583001,abençoe,11
1152191631583001,amo,10
1152191631583001,passar,10
1152191631583001,sonho,7
1152191631583001,amigo,7
1152191631583001,saber,6
1595928067167922,queijo,1
1595928067167922,passar,1
1595928067167922,ótimo,1
1595928067167922,mãe,1
1595928067167922,aprender,1
1595928067167922,lembrar,1
1595928067167922,encalhar,0
1595928067167922,enaltecer,0
1595928067167922,empurrar,0
1595928067167922,empresa,0
1562141390529259,souto,9
1562141390529259,ir,7
1562141390529259,começar,6
1562141390529259,semana,6
1562141390529259,estudar,5
1562141390529259,bom,5
1562141390529259,deixar,5
1562141390529259,amo,5
1562141390529259,báh,5
1562141390529259,cabelo,5
831176483727966,irmão,3
831176483727966,força,2
831176483727966,mundo,2
831176483727966,pai,2
831176483727966,farei,2
831176483727966,ninguém,2
831176483727966,porta,2
831176483727966,união,1
831176483727966,completar,1
831176483727966,obra,1
606581293006367,amor,16
606581293006367,amo,13
606581293006367,vida,12
606581293006367,ir,8
606581293006367,junto,8
606581293006367,agente,6
606581293006367,importar,6
606581293006367,bom,6
606581293006367,entender,5
606581293006367,sonho,5
1178369658963238,tão,2
1178369658963238,inscrever,1
1178369658963238,aguentar,1
1178369658963238,hummmm,1
1178369658963238,mds,1
1178369658963238,pleno,1
1178369658963238,canal,1
1178369658963238,maravilhoso,1
1178369658963238,grata,1
1178369658963238,existir,1
2000049206898919,bom,15
2000049206898919,basso,9
2000049206898919,amigo,8
2000049206898919,pérez,7
2000049206898919,amo,6
2000049206898919,vever,5
2000049206898919,mundo,5
2000049206898919,passar,4
2000049206898919,amizade,3
2000049206898919,sofrimento,3
941614532658262,amor,6
941614532658262,amigo,5
941614532658262,tema,4
941614532658262,especial,4
941614532658262,esperar,4
941614532658262,né,4
941614532658262,irmã,3
941614532658262,aí,3
941614532658262,bom,3
941614532658262,vida,3
1211223432346372,gonçalve,31
1211223432346372,gonçalves,14
1211223432346372,patrícer,5
1211223432346372,tão,4
1211223432346372,saudade,3
1211223432346372,deus,3
1211223432346372,especial,3
1211223432346372,bom,2
1211223432346372,aluno,2
1211223432346372,né,2
2006930166229735,vida,7
2006930166229735,amo,7
2006930166229735,bom,7
2006930166229735,ir,6
2006930166229735,brasil,5
2006930166229735,precisar,4
2006930166229735,deus,4
2006930166229735,existir,4
2006930166229735,sorriso,4
2006930166229735,água,3
788994831302310,morrer,3
788994831302310,aprender,2
788994831302310,morri,2
788994831302310,jogar,2
788994831302310,vídeo,1
788994831302310,aí,1
788994831302310,internet,1
788994831302310,good,1
788994831302310,gata,1
788994831302310,brandão,1
799410056921581,amo,5
799410056921581,kj,3
799410056921581,começar,2
799410056921581,comigo,2
799410056921581,deus,2
799410056921581,amei,2
799410056921581,bom,2
799410056921581,lembrar,2
799410056921581,vida,2
799410056921581,amor,2
843292249207767,pensar,8
843292249207767,desistir,7
843292249207767,tão,6
843292249207767,vida,6
843292249207767,cabeça,5
843292249207767,passar,5
843292249207767,problema,4
843292249207767,ter,4
843292249207767,certo,4
843292249207767,machucar,4
855386091334664,bom,8
855386091334664,alguém,6
855386091334664,falar,6
855386091334664,gostar,6
855386091334664,gonçalve,5
855386091334664,postar,5
855386091334664,pegar,5
855386091334664,ver,5
855386091334664,conhecer,4
855386091334664,amor,4
1579143862176962,amo,3
1579143862176962,bom,2
1579143862176962,deus,2
1579143862176962,parabéns,2
1579143862176962,desejo,1
1579143862176962,felicidade,1
1579143862176962,poder,1
1579143862176962,viver,1
1579143862176962,próximo,1
1579143862176962,agradeço,1
728929473970599,escolher,7
728929473970599,mundo,3
728929473970599,trás,2
728929473970599,passo,2
728929473970599,olhar,2
728929473970599,princês,2
728929473970599,capaz,2
728929473970599,presente,2
728929473970599,acreditar,2
728929473970599,viver,2
336339230103012,difícil,2
336339230103012,alguém,2
336339230103012,aniversário,2
336339230103012,olhar,2
336339230103012,espero,1
336339230103012,importante,1
336339230103012,amo,1
336339230103012,apoiar,1
336339230103012,boys,1
336339230103012,amoo,1
