id_usuario,palavra,contagem
1493810250700654,educacao,0
1493810250700654,encontrar,0
1493810250700654,enfim,0
1493810250700654,ensinar,0
1631479466910799,festa,2
1631479466910799,paciencia,1
1631479466910799,coracao,1
1631479466910799,esperar,1
1631479466910799,mundo,1
1631479466910799,conseguir,1
1631479466910799,palavra,1
1631479466910799,negocio,1
1631479466910799,youtube,0
1631479466910799,dor,0
1411629912269573,jogar,1
1411629912269573,familiar,1
1411629912269573,desejo,1
1411629912269573,amor,1
1411629912269573,velho,1
1411629912269573,encontrar,0
1411629912269573,doce,0
1411629912269573,doenca,0
1411629912269573,dor,0
1411629912269573,educacao,0
2430456247179823,familiar,1
2430456247179823,virar,1
2430456247179823,youtube,0
2430456247179823,encontrar,0
2430456247179823,dinheiro,0
2430456247179823,direito,0
2430456247179823,doce,0
2430456247179823,doenca,0
2430456247179823,dor,0
2430456247179823,educacao,0
446346645761906,sentir,1
446346645761906,vergonha,1
446346645761906,bater,1
446346645761906,amor,1
446346645761906,desejar,1
446346645761906,mundo,1
446346645761906,deixar,1
446346645761906,sorriso,1
446346645761906,esquecer,1
446346645761906,perguntar,1
741784156016232,top,4
741784156016232,culto,3
741784156016232,pensar,2
741784156016232,deus,2
741784156016232,igreja,2
741784156016232,familiar,2
741784156016232,familia,2
741784156016232,achar,2
741784156016232,amo,1
741784156016232,fato,1
547997688876324,escola,1
547997688876324,ouvir,1
547997688876324,correr,1
547997688876324,acordar,1
547997688876324,lidar,1
547997688876324,youtube,0
547997688876324,educacao,0
547997688876324,dinheiro,0
547997688876324,direito,0
547997688876324,doce,0
1247624775371259,deus,26
1247624775371259,vida,23
1247624775371259,amigo,13
1247624775371259,mundo,8
1247624775371259,forte,8
1247624775371259,amor,8
1247624775371259,saudade,6
1247624775371259,excelente,6
1247624775371259,verdadeiro,6
1247624775371259,aprender,6
1184367094998846,evento,4
1184367094998846,deus,4
1184367094998846,mensagem,4
1184367094998846,cristo,4
1184367094998846,data,3
1184367094998846,ajudar,2
1184367094998846,trazer,2
1184367094998846,oferecer,2
1184367094998846,outubro,2
1184367094998846,ganhar,2
1562826073797032,familiar,2
1562826073797032,respeito,1
1562826073797032,acabar,1
1562826073797032,mundo,1
1562826073797032,youtube,0
1562826073797032,encontrar,0
1562826073797032,direito,0
1562826073797032,doce,0
1562826073797032,doenca,0
1562826073797032,dor,0
1771219663178001,igual,1
1771219663178001,deus,1
1771219663178001,amo,1
1771219663178001,enfim,0
1771219663178001,doce,0
1771219663178001,doenca,0
1771219663178001,dor,0
1771219663178001,educacao,0
1771219663178001,encontrar,0
1771219663178001,ensinar,0
1910864708928398,cidade,1
1910864708928398,verdadeiro,1
1910864708928398,brasil,1
1910864708928398,dinheiro,0
1910864708928398,direito,0
1910864708928398,doce,0
1910864708928398,doenca,0
1910864708928398,dor,0
1910864708928398,educacao,0
1910864708928398,encontrar,0
803201749862055,familiar,1
803201749862055,amo,1
803201749862055,amor,1
803201749862055,youtube,0
803201749862055,enfim,0
803201749862055,doenca,0
803201749862055,dor,0
803201749862055,educacao,0
803201749862055,encontrar,0
803201749862055,ensinar,0
1360018624124409,deus,1
1360018624124409,abencoe,1
1360018624124409,culto,1
1360018624124409,receber,1
1360018624124409,perder,1
1360018624124409,escolha,0
1360018624124409,encontrar,0
1360018624124409,dinheiro,0
1360018624124409,direito,0
1360018624124409,doce,0
1540802029367418,gostar,1
1540802029367418,youtube,0
1540802029367418,enfim,0
1540802029367418,direito,0
1540802029367418,doce,0
1540802029367418,doenca,0
1540802029367418,dor,0
1540802029367418,educacao,0
1540802029367418,encontrar,0
1540802029367418,ensinar,0
1451046525016911,youtube,0
1451046525016911,diferente,0
1451046525016911,direito,0
1451046525016911,doce,0
1451046525016911,doenca,0
1451046525016911,dor,0
1451046525016911,educacao,0
1451046525016911,encontrar,0
1451046525016911,enfim,0
1451046525016911,ensinar,0
1453835841401902,youtube,0
1453835841401902,diferente,0
1453835841401902,direito,0
1453835841401902,doce,0
1453835841401902,doenca,0
1453835841401902,dor,0
1453835841401902,educacao,0
1453835841401902,encontrar,0
1453835841401902,enfim,0
1453835841401902,ensinar,0
1452026634916683,maravilhoso,3
1452026634916683,acontecer,3
1452026634916683,youtube,2
1452026634916683,sucesso,2
1452026634916683,mundo,2
1452026634916683,amor,2
1452026634916683,morrer,2
1452026634916683,amigo,1
1452026634916683,legal,1
1452026634916683,arte,1
1513708795389868,brasil,2
1513708795389868,importar,2
1513708795389868,jesus,1
1513708795389868,cidade,1
1513708795389868,fato,1
1513708795389868,chorar,1
1513708795389868,tratar,1
1513708795389868,forca,1
1513708795389868,dor,1
1513708795389868,realidade,1
1422954941161067,forca,2
1422954941161067,perfeito,1
1422954941161067,maravilhoso,1
1422954941161067,levar,1
1422954941161067,amigo,1
1422954941161067,deus,1
1422954941161067,desejo,1
1422954941161067,evento,1
1422954941161067,receber,1
1422954941161067,especial,1
1183465415088099,pensar,1
1183465415088099,vida,1
1183465415088099,amo,1
1183465415088099,acreditar,1
1183465415088099,sorriso,1
1183465415088099,futuro,1
1183465415088099,receber,1
1183465415088099,entender,1
1183465415088099,prazer,1
1183465415088099,ensinar,0
1610089685724180,deus,7
1610089685724180,amor,7
1610089685724180,bah,5
1610089685724180,seguir,4
1610089685724180,seguro,4
1610089685724180,passar,4
1610089685724180,sentimento,3
1610089685724180,amigo,3
1610089685724180,mudar,3
1610089685724180,chegar,3
1545188695627667,projeto,17
1545188695627667,arte,5
1545188695627667,amor,4
1545188695627667,humanidade,4
1545188695627667,cidade,4
1545188695627667,vida,4
1545188695627667,levar,4
1545188695627667,pedir,3
1545188695627667,especial,3
1545188695627667,jogar,3
760394844159021,amigo,4
760394844159021,coracao,2
760394844159021,acabar,2
760394844159021,amor,2
760394844159021,brasil,2
760394844159021,entrar,2
760394844159021,deus,1
760394844159021,sinto,1
760394844159021,continuar,1
760394844159021,amizade,1
369777993474064,profissional,4
369777993474064,vida,4
369777993474064,jesus,3
369777993474064,viver,3
369777993474064,rapir,2
369777993474064,lutar,2
369777993474064,simples,2
369777993474064,arte,2
369777993474064,levar,2
369777993474064,deus,2
10203948709075317,doce,2
10203948709075317,novidade,1
10203948709075317,amor,1
10203948709075317,aproveitar,1
10203948709075317,solidao,1
10203948709075317,chegar,1
10203948709075317,receber,1
10203948709075317,quanta,1
10203948709075317,precisar,1
10203948709075317,coracao,1
10215824935486451,youtube,0
10215824935486451,diferente,0
10215824935486451,direito,0
10215824935486451,doce,0
10215824935486451,doenca,0
10215824935486451,dor,0
10215824935486451,educacao,0
10215824935486451,encontrar,0
10215824935486451,enfim,0
10215824935486451,ensinar,0
1307951632642676,correr,2
1307951632642676,comecar,2
1307951632642676,pedir,1
1307951632642676,data,1
1307951632642676,saudade,1
1307951632642676,bastar,1
1307951632642676,sabar,1
1307951632642676,assistir,1
1307951632642676,doce,1
1307951632642676,levar,1
1456536327793157,youtube,0
1456536327793157,diferente,0
1456536327793157,direito,0
1456536327793157,doce,0
1456536327793157,doenca,0
1456536327793157,dor,0
1456536327793157,educacao,0
1456536327793157,encontrar,0
1456536327793157,enfim,0
1456536327793157,ensinar,0
753419488182581,amo,16
753419488182581,saudade,12
753419488182581,deus,11
753419488182581,amor,8
753419488182581,vida,6
753419488182581,dor,5
753419488182581,coracao,5
753419488182581,casamento,4
753419488182581,abencoe,4
753419488182581,passar,4
1525178294243007,passar,3
1525178294243007,agradeco,2
1525178294243007,amigo,2
1525178294243007,deus,2
1525178294243007,dor,2
1525178294243007,forca,2
1525178294243007,imaginar,1
1525178294243007,fe,1
1525178294243007,sentir,1
1525178294243007,seguir,1
1803289996371279,youtube,0
1803289996371279,diferente,0
1803289996371279,direito,0
1803289996371279,doce,0
1803289996371279,doenca,0
1803289996371279,dor,0
1803289996371279,educacao,0
1803289996371279,encontrar,0
1803289996371279,enfim,0
1803289996371279,ensinar,0
10214747021537862,humano,2
10214747021537862,professor,2
10214747021537862,excelente,1
10214747021537862,escola,1
10214747021537862,texto,1
10214747021537862,arte,1
10214747021537862,lembranca,1
10214747021537862,terminar,1
10214747021537862,youtube,0
10214747021537862,doce,0
1475449702575061,youtube,0
1475449702575061,diferente,0
1475449702575061,direito,0
1475449702575061,doce,0
1475449702575061,doenca,0
1475449702575061,dor,0
1475449702575061,educacao,0
1475449702575061,encontrar,0
1475449702575061,enfim,0
1475449702575061,ensinar,0
1548845085207583,escola,3
1548845085207583,professor,2
1548845085207583,aluno,2
1548845085207583,projeto,2
1548845085207583,amanho,1
1548845085207583,mestre,1
1548845085207583,agradecer,1
1548845085207583,conhecimento,1
1548845085207583,realizar,1
1548845085207583,participar,1
1577517238981686,vida,17
1577517238981686,professor,12
1577517238981686,amor,7
1577517238981686,passar,6
1577517238981686,coracao,6
1577517238981686,viver,4
1577517238981686,sonho,4
1577517238981686,crianca,4
1577517238981686,necessario,3
1577517238981686,acontecer,3
521081101625621,deus,10
521081101625621,jesus,4
521081101625621,ajudar,3
521081101625621,igreja,3
521081101625621,agradeco,3
521081101625621,pensar,3
521081101625621,vida,3
521081101625621,chamar,3
521081101625621,cheio,2
521081101625621,amigo,2
1478127145636188,vida,22
1478127145636188,deus,16
1478127145636188,palavra,12
1478127145636188,amigo,10
1478127145636188,amor,9
1478127145636188,certo,9
1478127145636188,deixar,8
1478127145636188,pavan,8
1478127145636188,continuar,7
1478127145636188,ajudar,6
1066467243490715,acreditar,5
1066467243490715,lembrar,2
1066467243490715,ganhar,2
1066467243490715,deus,2
1066467243490715,seguir,1
1066467243490715,amigo,1
1066467243490715,excelente,1
1066467243490715,manter,1
1066467243490715,medico,1
1066467243490715,sentido,1
1584140341665794,vida,9
1584140341665794,abusadamente,8
1584140341665794,open,6
1584140341665794,deixar,6
1584140341665794,adquirir,5
1584140341665794,bater,5
1584140341665794,festa,5
1584140341665794,galerar,4
1584140341665794,esperar,4
1584140341665794,perder,4
718798838325582,deus,1
718798838325582,youtube,0
718798838325582,enfim,0
718798838325582,direito,0
718798838325582,doce,0
718798838325582,doenca,0
718798838325582,dor,0
718798838325582,educacao,0
718798838325582,encontrar,0
718798838325582,ensinar,0
1463285383787892,deixar,4
1463285383787892,som,4
1463285383787892,galerar,3
1463285383787892,compartilhar,3
1463285383787892,abraco,3
1463285383787892,pensar,2
1463285383787892,amigo,2
1463285383787892,conhecer,2
1463285383787892,matar,2
1463285383787892,aceitar,2
2069770476586826,youtube,0
2069770476586826,diferente,0
2069770476586826,direito,0
2069770476586826,doce,0
2069770476586826,doenca,0
2069770476586826,dor,0
2069770476586826,educacao,0
2069770476586826,encontrar,0
2069770476586826,enfim,0
2069770476586826,ensinar,0
2022874777989513,amor,4
2022874777989513,deus,2
2022874777989513,certo,2
2022874777989513,continuar,2
2022874777989513,palavra,1
2022874777989513,bastar,1
2022874777989513,sucesso,1
2022874777989513,amo,1
2022874777989513,necessario,1
2022874777989513,completo,1
695080487354940,especial,1
695080487354940,preparar,1
695080487354940,amor,1
695080487354940,tirar,1
695080487354940,livro,1
695080487354940,deus,1
695080487354940,familiar,1
695080487354940,mundo,1
695080487354940,esquecer,1
695080487354940,jesus,1
2005468246382511,tratar,2
2005468246382511,pensar,2
2005468246382511,acordar,2
2005468246382511,precisar,2
2005468246382511,passar,2
2005468246382511,humano,2
2005468246382511,limite,2
2005468246382511,entrar,0
2005468246382511,entender,0
2005468246382511,ensinar,0
1131214453681970,jesus,21
1131214453681970,pecar,14
1131214453681970,cristo,11
1131214453681970,precisar,7
1131214453681970,vida,7
1131214453681970,coracao,6
1131214453681970,amigo,5
1131214453681970,palavra,4
1131214453681970,aprender,4
1131214453681970,levar,4
1740548245979858,levar,1
1740548245979858,contar,1
1740548245979858,amigo,1
1740548245979858,diferenca,1
1740548245979858,aluno,1
1740548245979858,escolha,1
1740548245979858,festa,1
1740548245979858,junto,1
1740548245979858,livro,1
1740548245979858,gratidao,1
1981194285435795,sucesso,2
1981194285435795,mexer,2
1981194285435795,morrer,2
1981194285435795,acreditar,2
1981194285435795,mundo,2
1981194285435795,conheco,2
1981194285435795,enfim,0
1981194285435795,doce,0
1981194285435795,doenca,0
1981194285435795,dor,0
382132395560180,vida,3
382132395560180,amigo,3
382132395560180,tristir,2
382132395560180,assistir,2
382132395560180,perfeito,1
382132395560180,desistir,1
382132395560180,amor,1
382132395560180,aproveitar,1
382132395560180,saudade,1
382132395560180,sabar,1
1955659514683352,velho,1
1955659514683352,escolha,1
1955659514683352,melhor,1
1955659514683352,desejo,1
1955659514683352,motivo,1
1955659514683352,youtube,0
1955659514683352,doce,0
1955659514683352,doenca,0
1955659514683352,dor,0
1955659514683352,educacao,0
301782813662338,data,1
301782813662338,causa,1
301782813662338,abencoe,1
301782813662338,vida,1
301782813662338,direito,0
301782813662338,doce,0
301782813662338,doenca,0
301782813662338,dor,0
301782813662338,educacao,0
301782813662338,encontrar,0
1181397128660780,mostrar,2
1181397128660780,passar,2
1181397128660780,professor,2
1181397128660780,epocar,1
1181397128660780,conseguir,1
1181397128660780,limite,1
1181397128660780,deus,1
1181397128660780,sucesso,1
1181397128660780,familiar,1
1181397128660780,saudade,1
741050536088347,mero,2
741050536088347,tirar,2
741050536088347,terminar,2
741050536088347,levar,1
741050536088347,finalmente,1
741050536088347,amo,1
741050536088347,celular,1
741050536088347,encontrar,0
741050536088347,doenca,0
741050536088347,dor,0
1998929433654134,created,33
1998929433654134,renderforest,33
1998929433654134,aluno,3
1998929433654134,show,3
1998929433654134,sociedade,2
1998929433654134,vida,2
1998929433654134,existir,2
1998929433654134,dinheiro,2
1998929433654134,celular,2
1998929433654134,escola,2
1502634726523802,especial,4
1502634726523802,amo,3
1502634726523802,amigo,2
1502634726523802,vida,2
1502634726523802,familiar,2
1502634726523802,amor,2
1502634726523802,lembrar,2
1502634726523802,vejo,2
1502634726523802,deus,2
1502634726523802,guardar,2
1380392252069527,amanho,1
1380392252069527,menino,1
1380392252069527,preparar,1
1380392252069527,morrer,1
1380392252069527,entrar,1
1380392252069527,tristir,1
1380392252069527,mundo,1
1380392252069527,amo,1
1380392252069527,youtube,0
1380392252069527,encontrar,0
1760957007533552,show,1
1760957007533552,youtube,0
1760957007533552,enfim,0
1760957007533552,dinheiro,0
1760957007533552,direito,0
1760957007533552,doce,0
1760957007533552,doenca,0
1760957007533552,dor,0
1760957007533552,educacao,0
1760957007533552,encontrar,0
1949796972007624,aprender,1
1949796972007624,culto,1
1949796972007624,viver,1
1949796972007624,vida,1
1949796972007624,conseguir,1
1949796972007624,sabar,1
1949796972007624,enfim,0
1949796972007624,direito,0
1949796972007624,doce,0
1949796972007624,doenca,0
363792104048770,perder,4
363792104048770,fato,3
363792104048770,passar,3
363792104048770,amigo,3
363792104048770,junto,2
363792104048770,cabelo,2
363792104048770,levar,2
363792104048770,amo,2
363792104048770,descobrir,2
363792104048770,real,2
1474155432682501,matar,5
1474155432682501,atencao,5
1474155432682501,vida,5
1474155432682501,problema,5
1474155432682501,mundo,5
1474155432682501,ajudar,4
1474155432682501,acreditar,4
1474155432682501,doenca,4
1474155432682501,passar,3
1474155432682501,precisar,3
1816240942007486,coracao,3
1816240942007486,vida,3
1816240942007486,viver,2
1816240942007486,comigo,2
1816240942007486,deixar,1
1816240942007486,sentir,1
1816240942007486,cair,1
1816240942007486,especial,1
1816240942007486,solidao,1
1816240942007486,sorte,1
915210968639230,comecar,2
915210968639230,opiniao,1
915210968639230,festa,1
915210968639230,escolha,1
915210968639230,motivo,1
915210968639230,natural,1
915210968639230,esperar,1
915210968639230,exato,1
915210968639230,amor,1
915210968639230,existir,1
1243712492439466,saudade,4
1243712492439466,vida,3
1243712492439466,winchester,3
1243712492439466,morrer,2
1243712492439466,mudar,2
1243712492439466,pensamento,2
1243712492439466,palavra,2
1243712492439466,amigo,1
1243712492439466,lembrar,1
1243712492439466,comecar,1
