id_usuario,data,quantLikes
10214421550670970,2013-04-03,3
10214421550670970,2013-04-04,2
10214421550670970,2013-04-07,1
10214421550670970,2013-04-08,1
10214421550670970,2013-04-09,1
10214421550670970,2013-04-10,1
10214421550670970,2013-04-11,1
10214421550670970,2013-04-19,1
10214421550670970,2013-05-09,1
10214421550670970,2013-05-10,2
10214421550670970,2013-05-11,1
10214421550670970,2013-05-12,2
10214421550670970,2013-05-13,3
10214421550670970,2013-05-16,2
10214421550670970,2013-05-17,1
10214421550670970,2013-05-18,1
10214421550670970,2013-05-19,1
10214421550670970,2013-05-21,2
10214421550670970,2013-05-22,3
10214421550670970,2013-05-23,2
10214421550670970,2013-05-24,4
10214421550670970,2013-05-26,8
10214421550670970,2013-05-27,1
10214421550670970,2013-05-28,2
10214421550670970,2013-05-29,2
10214421550670970,2013-05-30,3
10214421550670970,2013-05-31,1
10214421550670970,2013-06-01,1
10214421550670970,2013-06-05,1
10214421550670970,2013-06-06,1
10214421550670970,2013-06-11,1
10214421550670970,2013-06-15,1
10214421550670970,2013-07-16,1
10214421550670970,2013-07-27,2
10214421550670970,2013-07-28,3
10214421550670970,2013-07-31,2
10214421550670970,2013-08-04,17
10214421550670970,2013-08-05,3
10214421550670970,2013-08-06,2
10214421550670970,2013-08-07,2
10214421550670970,2013-08-16,1
10214421550670970,2013-08-17,1
10214421550670970,2013-08-18,2
10214421550670970,2013-08-20,1
10214421550670970,2013-08-26,1
10214421550670970,2013-08-28,1
10214421550670970,2013-08-31,1
10214421550670970,2013-09-01,1
10214421550670970,2013-09-03,1
10214421550670970,2013-09-04,1
10214421550670970,2013-09-06,1
10214421550670970,2013-09-12,5
10214421550670970,2013-09-13,1
10214421550670970,2013-09-14,1
10214421550670970,2013-09-15,3
10214421550670970,2013-09-16,1
10214421550670970,2013-09-17,2
10214421550670970,2013-09-18,2
10214421550670970,2013-09-19,3
10214421550670970,2013-09-20,2
10214421550670970,2013-09-21,9
10214421550670970,2013-09-22,2
10214421550670970,2013-09-23,4
10214421550670970,2013-09-25,2
10214421550670970,2013-09-26,2
10214421550670970,2013-09-27,1
10214421550670970,2013-09-29,5
10214421550670970,2013-09-30,1
10214421550670970,2013-10-01,1
10214421550670970,2013-10-02,3
10214421550670970,2013-10-04,11
10214421550670970,2013-10-06,2
10214421550670970,2013-10-12,1
10214421550670970,2013-10-13,2
10214421550670970,2013-10-14,5
10214421550670970,2013-10-15,2
10214421550670970,2013-10-16,7
10214421550670970,2013-10-17,12
10214421550670970,2013-10-18,7
10214421550670970,2013-10-19,2
10214421550670970,2013-10-20,1
10214421550670970,2013-10-21,3
10214421550670970,2013-10-22,2
10214421550670970,2013-10-23,2
10214421550670970,2013-10-24,5
10214421550670970,2013-10-25,2
10214421550670970,2013-10-26,1
10214421550670970,2013-10-27,6
10214421550670970,2013-10-31,9
10214421550670970,2013-11-01,2
10214421550670970,2013-11-02,4
10214421550670970,2013-11-04,5
10214421550670970,2013-11-05,16
10214421550670970,2013-11-07,7
10214421550670970,2013-11-08,1
10214421550670970,2013-11-23,1
10214421550670970,2014-03-09,1
10214421550670970,2014-03-10,4
10214421550670970,2014-03-13,1
10214421550670970,2014-03-15,5
10214421550670970,2014-03-16,16
10214421550670970,2014-03-17,10
10214421550670970,2014-03-22,2
10214421550670970,2014-03-23,10
10214421550670970,2014-03-24,4
10214421550670970,2014-03-25,4
10214421550670970,2014-03-26,2
10214421550670970,2014-03-27,7
10214421550670970,2014-03-28,3
10214421550670970,2014-03-29,1
10214421550670970,2014-03-30,8
10214421550670970,2014-03-31,5
10214421550670970,2014-04-01,5
10214421550670970,2014-04-03,1
10214421550670970,2014-04-04,9
10214421550670970,2014-04-05,3
10214421550670970,2014-04-06,3
10214421550670970,2014-04-07,3
10214421550670970,2014-04-08,1
10214421550670970,2014-04-09,2
10214421550670970,2014-04-11,2
10214421550670970,2014-04-12,2
10214421550670970,2014-04-13,4
10214421550670970,2014-04-15,2
10214421550670970,2014-04-16,1
10214421550670970,2014-04-18,6
10214421550670970,2014-04-19,3
10214421550670970,2014-04-20,1
10214421550670970,2014-04-22,1
10214421550670970,2014-04-24,8
10214421550670970,2014-04-25,6
10214421550670970,2014-04-26,3
10214421550670970,2014-04-27,1
10214421550670970,2014-04-28,7
10214421550670970,2014-04-29,2
10214421550670970,2014-04-30,1
10214421550670970,2014-05-01,4
10214421550670970,2014-05-02,6
10214421550670970,2014-05-03,3
10214421550670970,2014-05-04,16
10214421550670970,2014-05-06,2
10214421550670970,2014-05-08,5
10214421550670970,2014-05-09,17
10214421550670970,2014-05-10,1
10214421550670970,2014-05-13,2
10214421550670970,2014-05-15,4
10214421550670970,2014-05-17,3
10214421550670970,2014-05-18,1
10214421550670970,2014-05-19,1
10214421550670970,2014-05-20,2
10214421550670970,2014-05-21,1
10214421550670970,2014-05-22,1
10214421550670970,2014-05-24,3
10214421550670970,2014-05-25,1
10214421550670970,2014-05-26,2
10214421550670970,2014-05-29,1
10214421550670970,2014-05-30,1
10214421550670970,2014-06-02,2
10214421550670970,2014-06-04,1
10214421550670970,2014-06-05,2
10214421550670970,2014-06-07,2
10214421550670970,2014-06-09,3
10214421550670970,2014-06-10,1
10214421550670970,2014-06-13,3
10214421550670970,2014-06-14,1
10214421550670970,2014-06-15,1
10214421550670970,2014-06-16,3
10214421550670970,2014-06-18,1
10214421550670970,2014-06-23,3
10214421550670970,2014-06-28,4
10214421550670970,2014-07-02,6
10214421550670970,2014-07-03,1
10214421550670970,2014-07-11,4
10214421550670970,2014-07-14,9
10214421550670970,2014-07-15,2
10214421550670970,2014-07-16,1
10214421550670970,2014-07-17,1
10214421550670970,2014-07-19,1
10214421550670970,2014-07-20,1
10214421550670970,2014-07-22,1
10214421550670970,2014-07-23,1
10214421550670970,2014-07-26,1
10214421550670970,2014-07-29,1
10214421550670970,2014-08-06,4
10214421550670970,2014-08-07,4
10214421550670970,2014-08-08,3
10214421550670970,2014-08-09,2
10214421550670970,2014-08-10,1
10214421550670970,2014-08-11,1
10214421550670970,2014-08-12,2
10214421550670970,2014-08-13,1
10214421550670970,2014-08-15,2
10214421550670970,2014-08-16,1
10214421550670970,2014-08-17,1
10214421550670970,2014-08-18,2
10214421550670970,2014-08-19,4
10214421550670970,2014-08-20,2
10214421550670970,2014-08-23,1
10214421550670970,2014-08-25,2
10214421550670970,2014-08-27,5
10214421550670970,2014-08-28,3
10214421550670970,2014-08-29,2
10214421550670970,2014-08-30,1
10214421550670970,2014-09-01,6
10214421550670970,2014-09-02,1
10214421550670970,2014-09-03,4
10214421550670970,2014-09-04,9
10214421550670970,2014-09-05,5
10214421550670970,2014-09-08,3
10214421550670970,2014-09-09,2
10214421550670970,2014-09-10,1
10214421550670970,2014-09-12,4
10214421550670970,2014-09-15,3
10214421550670970,2014-09-23,1
10214421550670970,2014-09-25,1
10214421550670970,2014-09-26,2
10214421550670970,2014-09-27,3
10214421550670970,2014-09-28,8
10214421550670970,2014-09-30,1
10214421550670970,2014-10-07,4
10214421550670970,2014-10-10,1
10214421550670970,2014-10-13,1
10214421550670970,2014-10-17,3
10214421550670970,2014-10-18,1
10214421550670970,2014-10-19,1
10214421550670970,2014-10-20,5
10214421550670970,2014-10-21,1
10214421550670970,2014-10-22,1
10214421550670970,2014-10-23,1
10214421550670970,2014-10-24,5
10214421550670970,2014-10-27,2
10214421550670970,2014-10-29,1
10214421550670970,2014-10-30,3
10214421550670970,2014-10-31,2
10214421550670970,2014-11-01,1
10214421550670970,2014-11-02,1
10214421550670970,2014-11-03,5
10214421550670970,2014-11-04,3
10214421550670970,2014-11-05,2
10214421550670970,2014-11-06,1
10214421550670970,2014-11-07,3
10214421550670970,2014-11-10,25
10214421550670970,2014-11-11,8
10214421550670970,2014-11-12,12
10214421550670970,2014-11-13,1
10214421550670970,2014-11-14,4
10214421550670970,2014-11-16,6
10214421550670970,2014-11-17,2
10214421550670970,2014-11-19,1
10214421550670970,2014-11-21,2
10214421550670970,2014-11-22,2
10214421550670970,2014-11-24,6
10214421550670970,2014-11-25,1
10214421550670970,2014-11-30,1
10214421550670970,2014-12-01,4
10214421550670970,2014-12-02,1
10214421550670970,2014-12-06,2
10214421550670970,2014-12-08,1
10214421550670970,2014-12-10,1
10214421550670970,2014-12-12,1
10214421550670970,2014-12-14,1
10214421550670970,2014-12-18,1
10214421550670970,2014-12-21,3
10214421550670970,2014-12-22,4
10214421550670970,2014-12-24,2
10214421550670970,2014-12-25,1
10214421550670970,2014-12-29,7
10214421550670970,2014-12-31,3
10214421550670970,2015-01-01,1
10214421550670970,2015-01-02,3
10214421550670970,2015-01-03,6
10214421550670970,2015-01-04,8
10214421550670970,2015-01-11,6
10214421550670970,2015-01-12,3
10214421550670970,2015-01-16,1
10214421550670970,2015-01-18,6
10214421550670970,2015-01-19,1
10214421550670970,2015-01-22,1
10214421550670970,2015-01-23,1
10214421550670970,2015-01-25,7
10214421550670970,2015-01-28,1
10214421550670970,2015-01-31,2
10214421550670970,2015-02-01,1
10214421550670970,2015-02-06,1
10214421550670970,2015-02-08,3
10214421550670970,2015-02-09,1
10214421550670970,2015-02-14,1
10214421550670970,2015-02-15,4
10214421550670970,2015-02-16,1
10214421550670970,2015-02-18,1
10214421550670970,2015-02-19,2
10214421550670970,2015-02-21,1
10214421550670970,2015-03-01,1
10214421550670970,2015-03-10,1
10214421550670970,2015-03-14,1
10214421550670970,2015-03-15,2
10214421550670970,2015-03-19,2
10214421550670970,2015-03-28,1
10214421550670970,2015-03-29,1
10214421550670970,2015-03-30,3
10214421550670970,2015-03-31,4
10214421550670970,2015-04-02,1
10214421550670970,2015-04-03,11
10214421550670970,2015-04-04,3
10214421550670970,2015-04-05,2
10214421550670970,2015-04-10,1
10214421550670970,2015-04-11,1
10214421550670970,2015-04-12,1
10214421550670970,2015-04-14,1
10214421550670970,2015-04-17,1
10214421550670970,2015-04-19,1
10214421550670970,2015-04-21,2
10214421550670970,2015-04-24,1
10214421550670970,2015-04-26,1
10214421550670970,2015-04-27,1
10214421550670970,2015-04-29,1
10214421550670970,2015-05-01,1
10214421550670970,2015-05-02,2
10214421550670970,2015-05-03,5
10214421550670970,2015-05-04,12
10214421550670970,2015-05-06,3
10214421550670970,2015-05-07,7
10214421550670970,2015-05-08,2
10214421550670970,2015-05-09,2
10214421550670970,2015-05-11,1
10214421550670970,2015-05-12,1
10214421550670970,2015-05-16,1
10214421550670970,2015-05-17,3
10214421550670970,2015-05-18,7
10214421550670970,2015-05-19,4
10214421550670970,2015-05-20,3
10214421550670970,2015-05-24,1
10214421550670970,2015-05-25,5
10214421550670970,2015-05-26,1
10214421550670970,2015-05-27,1
10214421550670970,2015-05-28,5
10214421550670970,2015-05-29,2
10214421550670970,2015-05-31,3
10214421550670970,2015-06-01,1
10214421550670970,2015-06-03,1
10214421550670970,2015-06-04,1
10214421550670970,2015-06-08,1
10214421550670970,2015-06-09,1
10214421550670970,2015-06-10,1
10214421550670970,2015-06-12,3
10214421550670970,2015-06-13,1
10214421550670970,2015-06-14,4
10214421550670970,2015-06-18,1
10214421550670970,2015-06-19,3
10214421550670970,2015-06-20,1
10214421550670970,2015-06-22,13
10214421550670970,2015-06-24,1
10214421550670970,2015-06-26,3
10214421550670970,2015-06-27,5
10214421550670970,2015-06-28,1
10214421550670970,2015-06-29,1
10214421550670970,2015-07-01,2
10214421550670970,2015-07-02,3
10214421550670970,2015-07-03,1
10214421550670970,2015-07-04,1
10214421550670970,2015-07-05,4
10214421550670970,2015-07-06,2
10214421550670970,2015-07-07,3
10214421550670970,2015-07-08,1
10214421550670970,2015-07-11,1
10214421550670970,2015-07-12,5
10214421550670970,2015-07-14,8
10214421550670970,2015-07-15,5
10214421550670970,2015-07-16,3
10214421550670970,2015-07-17,1
10214421550670970,2015-07-18,1
10214421550670970,2015-07-20,4
10214421550670970,2015-07-21,3
10214421550670970,2015-07-22,4
10214421550670970,2015-07-23,1
10214421550670970,2015-07-26,2
10214421550670970,2015-07-27,2
10214421550670970,2015-07-28,3
10214421550670970,2015-07-31,20
10214421550670970,2015-08-01,1
10214421550670970,2015-08-02,2
10214421550670970,2015-08-03,8
10214421550670970,2015-08-04,3
10214421550670970,2015-08-06,3
10214421550670970,2015-08-08,1
10214421550670970,2015-08-09,2
10214421550670970,2015-08-10,1
10214421550670970,2015-08-11,1
10214421550670970,2015-08-12,2
10214421550670970,2015-08-13,1
10214421550670970,2015-08-17,5
10214421550670970,2015-08-18,2
10214421550670970,2015-08-20,1
10214421550670970,2015-08-22,2
10214421550670970,2015-08-24,2
10214421550670970,2015-08-25,1
10214421550670970,2015-08-26,2
10214421550670970,2015-08-27,3
10214421550670970,2015-08-28,14
10214421550670970,2015-08-29,9
10214421550670970,2015-08-30,10
10214421550670970,2015-08-31,2
10214421550670970,2015-09-01,20
10214421550670970,2015-09-02,2
10214421550670970,2015-09-03,1
10214421550670970,2015-09-04,2
10214421550670970,2015-09-05,4
10214421550670970,2015-09-06,4
10214421550670970,2015-09-07,1
10214421550670970,2015-09-08,1
10214421550670970,2015-09-10,1
10214421550670970,2015-09-12,9
10214421550670970,2015-09-14,1
10214421550670970,2015-09-15,1
10214421550670970,2015-09-16,9
10214421550670970,2015-09-17,2
10214421550670970,2015-09-18,4
10214421550670970,2015-09-19,4
10214421550670970,2015-09-20,1
10214421550670970,2015-09-21,8
10214421550670970,2015-09-22,3
10214421550670970,2015-09-23,8
10214421550670970,2015-09-24,2
10214421550670970,2015-09-25,4
10214421550670970,2015-09-27,1
10214421550670970,2015-09-29,1
10214421550670970,2015-09-30,1
10214421550670970,2015-10-01,1
10214421550670970,2015-10-03,1
10214421550670970,2015-10-05,5
10214421550670970,2015-10-06,6
10214421550670970,2015-10-07,1
10214421550670970,2015-10-08,2
10214421550670970,2015-10-09,4
10214421550670970,2015-10-10,3
10214421550670970,2015-10-15,3
10214421550670970,2015-10-18,1
10214421550670970,2015-10-20,5
10214421550670970,2015-10-21,1
10214421550670970,2015-10-23,9
10214421550670970,2015-10-24,11
10214421550670970,2015-10-26,9
10214421550670970,2015-10-27,2
10214421550670970,2015-10-28,4
10214421550670970,2015-10-29,3
10214421550670970,2015-10-30,4
10214421550670970,2015-10-31,1
10214421550670970,2015-11-01,1
10214421550670970,2015-11-02,3
10214421550670970,2015-11-03,5
10214421550670970,2015-11-05,1
10214421550670970,2015-11-07,2
10214421550670970,2015-11-09,4
10214421550670970,2015-11-10,4
10214421550670970,2015-11-11,7
10214421550670970,2015-11-12,3
10214421550670970,2015-11-13,3
10214421550670970,2015-11-15,1
10214421550670970,2015-11-16,13
10214421550670970,2015-11-17,1
10214421550670970,2015-11-18,2
10214421550670970,2015-11-19,1
10214421550670970,2015-11-20,2
10214421550670970,2015-11-23,9
10214421550670970,2015-11-24,5
10214421550670970,2015-11-25,1
10214421550670970,2015-11-27,4
10214421550670970,2015-11-28,3
10214421550670970,2015-11-30,10
10214421550670970,2015-12-01,2
10214421550670970,2015-12-02,3
10214421550670970,2015-12-07,10
10214421550670970,2015-12-08,5
10214421550670970,2015-12-09,1
10214421550670970,2015-12-10,3
10214421550670970,2015-12-11,1
10214421550670970,2015-12-12,1
10214421550670970,2015-12-14,10
10214421550670970,2015-12-15,1
10214421550670970,2015-12-16,1
10214421550670970,2015-12-21,3
10214421550670970,2015-12-24,10
10214421550670970,2015-12-26,1
10214421550670970,2015-12-28,1
10214421550670970,2015-12-31,3
10214421550670970,2016-01-03,1
10214421550670970,2016-01-04,3
10214421550670970,2016-01-05,2
10214421550670970,2016-01-06,1
10214421550670970,2016-01-07,1
10214421550670970,2016-01-08,1
10214421550670970,2016-01-11,4
10214421550670970,2016-01-12,1
10214421550670970,2016-01-13,3
10214421550670970,2016-01-14,1
10214421550670970,2016-01-15,2
10214421550670970,2016-01-17,2
10214421550670970,2016-01-18,4
10214421550670970,2016-01-21,1
10214421550670970,2016-01-25,5
10214421550670970,2016-01-26,2
10214421550670970,2016-01-27,1
10214421550670970,2016-01-29,1
10214421550670970,2016-02-04,1
10214421550670970,2016-02-08,4
10214421550670970,2016-02-09,2
10214421550670970,2016-02-11,7
10214421550670970,2016-02-12,18
10214421550670970,2016-02-15,2
10214421550670970,2016-02-16,1
10214421550670970,2016-02-17,6
10214421550670970,2016-02-21,4
10214421550670970,2016-02-23,5
10214421550670970,2016-02-24,2
10214421550670970,2016-02-25,5
10214421550670970,2016-02-26,2
10214421550670970,2016-02-27,3
10214421550670970,2016-02-29,8
10214421550670970,2016-03-01,1
10214421550670970,2016-03-02,1
10214421550670970,2016-03-03,1
10214421550670970,2016-03-04,1
10214421550670970,2016-03-06,2
10214421550670970,2016-03-07,2
10214421550670970,2016-03-08,2
10214421550670970,2016-03-09,2
10214421550670970,2016-03-10,3
10214421550670970,2016-03-11,3
10214421550670970,2016-03-12,3
10214421550670970,2016-03-13,2
10214421550670970,2016-03-15,1
10214421550670970,2016-03-16,1
10214421550670970,2016-03-17,3
10214421550670970,2016-03-18,2
10214421550670970,2016-03-19,8
10214421550670970,2016-03-20,2
10214421550670970,2016-03-21,2
10214421550670970,2016-03-25,2
10214421550670970,2016-03-27,1
10214421550670970,2016-03-28,1
10214421550670970,2016-03-29,1
10214421550670970,2016-04-01,1
10214421550670970,2016-04-03,1
10214421550670970,2016-04-04,1
10214421550670970,2016-04-08,3
10214421550670970,2016-04-09,1
10214421550670970,2016-04-11,1
10214421550670970,2016-04-12,1
10214421550670970,2016-04-13,1
10214421550670970,2016-04-14,1
10214421550670970,2016-04-16,3
10214421550670970,2016-04-17,3
10214421550670970,2016-04-18,2
10214421550670970,2016-04-19,1
10214421550670970,2016-04-20,2
10214421550670970,2016-04-22,14
10214421550670970,2016-04-23,1
10214421550670970,2016-04-24,1
10214421550670970,2016-04-25,5
10214421550670970,2016-04-26,3
10214421550670970,2016-04-28,2
10214421550670970,2016-04-30,1
10214421550670970,2016-05-01,1
10214421550670970,2016-05-02,2
10214421550670970,2016-05-03,1
10214421550670970,2016-05-04,4
10214421550670970,2016-05-09,2
10214421550670970,2016-05-11,2
10214421550670970,2016-05-12,4
10214421550670970,2016-05-13,2
10214421550670970,2016-05-14,1
10214421550670970,2016-05-16,1
10214421550670970,2016-05-17,2
10214421550670970,2016-05-19,7
10214421550670970,2016-05-20,1
10214421550670970,2016-05-21,2
10214421550670970,2016-05-22,1
10214421550670970,2016-05-23,2
10214421550670970,2016-05-26,2
10214421550670970,2016-05-27,1
10214421550670970,2016-05-28,1
10214421550670970,2016-05-29,1
10214421550670970,2016-05-30,4
10214421550670970,2016-05-31,3
10214421550670970,2016-06-01,15
10214421550670970,2016-06-02,2
10214421550670970,2016-06-03,1
10214421550670970,2016-06-04,6
10214421550670970,2016-06-05,1
10214421550670970,2016-06-06,2
10214421550670970,2016-06-12,1
10214421550670970,2016-06-15,1
10214421550670970,2016-06-21,3
10214421550670970,2016-06-22,4
10214421550670970,2016-06-23,16
10214421550670970,2016-06-24,2
10214421550670970,2016-06-25,1
10214421550670970,2016-06-28,3
10214421550670970,2016-06-30,1
10214421550670970,2016-07-01,1
10214421550670970,2016-07-03,3
10214421550670970,2016-07-06,1
10214421550670970,2016-07-07,1
10214421550670970,2016-07-08,1
10214421550670970,2016-07-10,2
10214421550670970,2016-07-11,2
10214421550670970,2016-07-13,1
10214421550670970,2016-07-21,1
10214421550670970,2016-07-22,2
10214421550670970,2016-07-23,4
10214421550670970,2016-07-24,2
10214421550670970,2016-07-25,1
10214421550670970,2016-07-26,1
10214421550670970,2016-07-28,1
10214421550670970,2016-07-29,1
10214421550670970,2016-07-30,1
10214421550670970,2016-07-31,4
10214421550670970,2016-08-01,4
10214421550670970,2016-08-02,1
10214421550670970,2016-08-03,2
10214421550670970,2016-08-04,1
10214421550670970,2016-08-05,2
10214421550670970,2016-08-06,3
10214421550670970,2016-08-07,1
10214421550670970,2016-08-09,3
10214421550670970,2016-08-14,1
10214421550670970,2016-08-15,2
10214421550670970,2016-08-16,2
10214421550670970,2016-08-17,2
10214421550670970,2016-08-18,2
10214421550670970,2016-08-19,2
10214421550670970,2016-08-20,2
10214421550670970,2016-08-22,1
10214421550670970,2016-08-23,1
10214421550670970,2016-08-24,1
10214421550670970,2016-08-25,2
10214421550670970,2016-08-27,1
10214421550670970,2016-08-28,1
10214421550670970,2016-08-29,2
10214421550670970,2016-08-30,10
10214421550670970,2016-08-31,3
10214421550670970,2016-09-01,2
10214421550670970,2016-09-05,2
10214421550670970,2016-09-06,5
10214421550670970,2016-09-10,2
10214421550670970,2016-09-11,2
10214421550670970,2016-09-16,1
10214421550670970,2016-09-17,1
10214421550670970,2016-09-20,2
10214421550670970,2016-10-07,3
10214421550670970,2016-10-08,1
10214421550670970,2016-10-09,1
10214421550670970,2016-10-10,2
10214421550670970,2016-10-11,1
10214421550670970,2016-10-14,4
10214421550670970,2016-10-15,1
10214421550670970,2016-10-16,1
10214421550670970,2016-10-17,2
10214421550670970,2016-10-18,3
10214421550670970,2016-10-20,1
10214421550670970,2016-10-21,7
10214421550670970,2016-10-23,3
10214421550670970,2016-10-24,2
10214421550670970,2016-10-25,2
10214421550670970,2016-10-26,1
10214421550670970,2016-10-27,1
10214421550670970,2016-10-28,3
10214421550670970,2016-11-03,2
10214421550670970,2016-11-04,2
10214421550670970,2016-11-08,1
10214421550670970,2016-11-09,1
10214421550670970,2016-11-10,1
10214421550670970,2016-11-11,2
10214421550670970,2016-11-12,2
10214421550670970,2016-11-13,3
10214421550670970,2016-11-16,1
10214421550670970,2016-11-17,3
10214421550670970,2016-11-18,2
10214421550670970,2016-11-20,1
10214421550670970,2016-11-21,1
10214421550670970,2016-11-22,1
10214421550670970,2016-11-23,1
10214421550670970,2016-11-24,2
10214421550670970,2016-11-27,1
10214421550670970,2016-11-29,1
10214421550670970,2016-11-30,1
10214421550670970,2016-12-03,1
10214421550670970,2016-12-04,2
10214421550670970,2016-12-05,1
10214421550670970,2016-12-06,1
10214421550670970,2016-12-07,3
10214421550670970,2016-12-10,2
10214421550670970,2016-12-11,1
10214421550670970,2016-12-12,1
10214421550670970,2016-12-13,3
10214421550670970,2016-12-16,1
10214421550670970,2016-12-18,1
10214421550670970,2016-12-19,2
10214421550670970,2016-12-20,2
10214421550670970,2016-12-21,1
10214421550670970,2016-12-25,1
10214421550670970,2016-12-28,3
10214421550670970,2016-12-31,1
10214421550670970,2017-01-03,2
10214421550670970,2017-01-05,1
10214421550670970,2017-01-08,1
10214421550670970,2017-01-11,1
10214421550670970,2017-01-12,1
10214421550670970,2017-01-13,1
10214421550670970,2017-01-16,1
10214421550670970,2017-01-17,1
10214421550670970,2017-01-23,1
10214421550670970,2017-01-26,1
10214421550670970,2017-01-27,1
10214421550670970,2017-01-28,1
10214421550670970,2017-02-05,3
10214421550670970,2017-02-06,1
10214421550670970,2017-02-07,1
10214421550670970,2017-02-12,4
10214421550670970,2017-02-13,2
10214421550670970,2017-02-16,1
10214421550670970,2017-02-19,7
10214421550670970,2017-02-24,2
10214421550670970,2017-02-26,1
10214421550670970,2017-02-27,10
10214421550670970,2017-02-28,1
10214421550670970,2017-03-02,2
10214421550670970,2017-03-04,2
10214421550670970,2017-03-05,8
10214421550670970,2017-03-07,8
10214421550670970,2017-03-08,4
10214421550670970,2017-03-09,3
10214421550670970,2017-03-10,2
10214421550670970,2017-03-11,1
10214421550670970,2017-03-12,2
10214421550670970,2017-03-13,5
10214421550670970,2017-03-14,2
10214421550670970,2017-03-17,1
10214421550670970,2017-03-18,4
10214421550670970,2017-03-20,2
10214421550670970,2017-03-24,1
10214421550670970,2017-03-25,2
10214421550670970,2017-04-01,3
10214421550670970,2017-04-04,1
10214421550670970,2017-04-05,1
10214421550670970,2017-04-06,1
10214421550670970,2017-04-09,1
10214421550670970,2017-04-12,1
10214421550670970,2017-04-14,1
10214421550670970,2017-04-16,3
10214421550670970,2017-04-21,1
10214421550670970,2017-04-22,1
10214421550670970,2017-04-23,1
