_id,id_usuario,likeCreatedTime,data,mes,semana,quantLikes
5a047c7a0cd60f001eed36d4,1457411227699416,2017-08-16 12:07:33,2017-08-16,2017-08,2017-08-14/2017-08-20,1
5a047c7a0cd60f001eed36d5,1457411227699416,2017-08-15 23:03:08,2017-08-15,2017-08,2017-08-14/2017-08-20,1
5a047c7a0cd60f001eed36d6,1457411227699416,2017-08-14 20:45:26,2017-08-14,2017-08,2017-08-14/2017-08-20,1
5a047c7a0cd60f001eed36d7,1457411227699416,2017-08-14 20:45:17,2017-08-14,2017-08,2017-08-14/2017-08-20,1
5a047c7a0cd60f001eed36d8,1457411227699416,2017-08-12 16:56:55,2017-08-12,2017-08,2017-08-07/2017-08-13,1
5a047c7a0cd60f001eed36d9,1457411227699416,2017-08-10 02:40:46,2017-08-10,2017-08,2017-08-07/2017-08-13,1
5a047c7a0cd60f001eed36da,1457411227699416,2017-08-09 14:27:11,2017-08-09,2017-08,2017-08-07/2017-08-13,1
5a047c7a0cd60f001eed36db,1457411227699416,2017-08-09 12:01:13,2017-08-09,2017-08,2017-08-07/2017-08-13,1
5a047c7a0cd60f001eed36dc,1457411227699416,2017-08-08 14:33:40,2017-08-08,2017-08,2017-08-07/2017-08-13,1
5a047c7a0cd60f001eed36dd,1457411227699416,2017-08-07 10:37:00,2017-08-07,2017-08,2017-08-07/2017-08-13,1
5a047c7a0cd60f001eed36de,1457411227699416,2017-08-04 20:21:23,2017-08-04,2017-08,2017-07-31/2017-08-06,1
5a047c7a0cd60f001eed36df,1457411227699416,2017-08-04 03:03:31,2017-08-04,2017-08,2017-07-31/2017-08-06,1
5a047c7a0cd60f001eed36e0,1457411227699416,2017-08-04 02:29:00,2017-08-04,2017-08,2017-07-31/2017-08-06,1
5a047c7a0cd60f001eed36e1,1457411227699416,2017-08-03 03:44:27,2017-08-03,2017-08,2017-07-31/2017-08-06,1
5a047c7a0cd60f001eed36e2,1457411227699416,2017-08-03 03:44:25,2017-08-03,2017-08,2017-07-31/2017-08-06,1
5a047c7a0cd60f001eed36e3,1457411227699416,2017-08-03 03:44:23,2017-08-03,2017-08,2017-07-31/2017-08-06,1
5a047c7a0cd60f001eed36e4,1457411227699416,2017-08-03 03:44:21,2017-08-03,2017-08,2017-07-31/2017-08-06,1
5a047c7a0cd60f001eed36e5,1457411227699416,2017-08-03 03:44:19,2017-08-03,2017-08,2017-07-31/2017-08-06,1
5a047c7a0cd60f001eed36e6,1457411227699416,2017-08-03 03:44:18,2017-08-03,2017-08,2017-07-31/2017-08-06,1
5a047c7a0cd60f001eed36e7,1457411227699416,2017-08-03 03:44:16,2017-08-03,2017-08,2017-07-31/2017-08-06,1
5a047c7a0cd60f001eed36e8,1457411227699416,2017-08-03 03:44:12,2017-08-03,2017-08,2017-07-31/2017-08-06,1
5a047c7a0cd60f001eed36e9,1457411227699416,2017-08-03 03:44:10,2017-08-03,2017-08,2017-07-31/2017-08-06,1
5a047c7a0cd60f001eed36ea,1457411227699416,2017-08-03 03:43:35,2017-08-03,2017-08,2017-07-31/2017-08-06,1
5a047c7a0cd60f001eed36eb,1457411227699416,2017-08-02 23:15:50,2017-08-02,2017-08,2017-07-31/2017-08-06,1
5a047c7a0cd60f001eed36ec,1457411227699416,2017-08-01 14:13:27,2017-08-01,2017-08,2017-07-31/2017-08-06,1
5a047c7a0cd60f001eed36ed,1457411227699416,2017-07-30 04:21:17,2017-07-30,2017-07,2017-07-24/2017-07-30,1
5a047c7a0cd60f001eed36ee,1457411227699416,2017-07-28 16:54:49,2017-07-28,2017-07,2017-07-24/2017-07-30,1
5a047c7a0cd60f001eed36ef,1457411227699416,2017-07-26 14:21:30,2017-07-26,2017-07,2017-07-24/2017-07-30,1
5a047c7a0cd60f001eed36f0,1457411227699416,2017-07-25 15:53:04,2017-07-25,2017-07,2017-07-24/2017-07-30,1
5a047c7a0cd60f001eed36f1,1457411227699416,2017-07-24 12:24:59,2017-07-24,2017-07,2017-07-24/2017-07-30,1
5a047c7a0cd60f001eed36f2,1457411227699416,2017-07-22 15:11:28,2017-07-22,2017-07,2017-07-17/2017-07-23,1
5a047c7a0cd60f001eed36f3,1457411227699416,2017-07-17 22:30:26,2017-07-17,2017-07,2017-07-17/2017-07-23,1
5a047c7a0cd60f001eed36f4,1457411227699416,2017-07-17 22:13:10,2017-07-17,2017-07,2017-07-17/2017-07-23,1
5a047c7a0cd60f001eed36f5,1457411227699416,2017-07-17 16:00:05,2017-07-17,2017-07,2017-07-17/2017-07-23,1
5a047c7a0cd60f001eed36f6,1457411227699416,2017-07-17 15:21:50,2017-07-17,2017-07,2017-07-17/2017-07-23,1
5a047c7a0cd60f001eed36f7,1457411227699416,2017-07-14 23:10:15,2017-07-14,2017-07,2017-07-10/2017-07-16,1
5a047c7a0cd60f001eed36f8,1457411227699416,2017-07-14 21:53:13,2017-07-14,2017-07,2017-07-10/2017-07-16,1
5a047c7a0cd60f001eed36f9,1457411227699416,2017-07-11 16:04:12,2017-07-11,2017-07,2017-07-10/2017-07-16,1
5a047c7a0cd60f001eed36fa,1457411227699416,2017-07-11 03:05:57,2017-07-11,2017-07,2017-07-10/2017-07-16,1
5a047c7a0cd60f001eed36fb,1457411227699416,2017-07-10 04:19:40,2017-07-10,2017-07,2017-07-10/2017-07-16,1
5a047c7a0cd60f001eed36fc,1457411227699416,2017-07-07 14:25:31,2017-07-07,2017-07,2017-07-03/2017-07-09,1
5a047c7a0cd60f001eed36fd,1457411227699416,2017-07-06 18:38:45,2017-07-06,2017-07,2017-07-03/2017-07-09,1
5a047c7a0cd60f001eed36fe,1457411227699416,2017-07-06 03:38:31,2017-07-06,2017-07,2017-07-03/2017-07-09,1
5a047c7a0cd60f001eed36ff,1457411227699416,2017-07-06 01:54:21,2017-07-06,2017-07,2017-07-03/2017-07-09,1
5a047c7a0cd60f001eed3700,1457411227699416,2017-07-05 15:50:58,2017-07-05,2017-07,2017-07-03/2017-07-09,1
5a047c7a0cd60f001eed3701,1457411227699416,2017-07-05 01:42:41,2017-07-05,2017-07,2017-07-03/2017-07-09,1
5a047c7a0cd60f001eed3702,1457411227699416,2017-07-04 16:11:20,2017-07-04,2017-07,2017-07-03/2017-07-09,1
5a047c7a0cd60f001eed3703,1457411227699416,2017-07-04 01:12:42,2017-07-04,2017-07,2017-07-03/2017-07-09,1
5a047c7a0cd60f001eed3704,1457411227699416,2017-07-04 00:23:47,2017-07-04,2017-07,2017-07-03/2017-07-09,1
5a047c7a0cd60f001eed3705,1457411227699416,2017-07-02 23:18:07,2017-07-02,2017-07,2017-06-26/2017-07-02,1
5a047c7a0cd60f001eed3706,1457411227699416,2017-07-02 23:18:02,2017-07-02,2017-07,2017-06-26/2017-07-02,1
5a047c7a0cd60f001eed3707,1457411227699416,2017-07-02 19:08:03,2017-07-02,2017-07,2017-06-26/2017-07-02,1
5a047c7a0cd60f001eed3708,1457411227699416,2017-06-30 17:47:36,2017-06-30,2017-06,2017-06-26/2017-07-02,1
5a047c7a0cd60f001eed3709,1457411227699416,2017-06-30 17:30:25,2017-06-30,2017-06,2017-06-26/2017-07-02,1
5a047c7a0cd60f001eed370a,1457411227699416,2017-06-30 00:33:46,2017-06-30,2017-06,2017-06-26/2017-07-02,1
5a047c7a0cd60f001eed370b,1457411227699416,2017-06-27 16:06:39,2017-06-27,2017-06,2017-06-26/2017-07-02,1
5a047c7a0cd60f001eed370c,1457411227699416,2017-06-24 03:48:37,2017-06-24,2017-06,2017-06-19/2017-06-25,1
5a047c7a0cd60f001eed370d,1457411227699416,2017-06-24 01:17:59,2017-06-24,2017-06,2017-06-19/2017-06-25,1
5a047c7a0cd60f001eed370e,1457411227699416,2017-06-23 00:56:41,2017-06-23,2017-06,2017-06-19/2017-06-25,1
5a047c7a0cd60f001eed370f,1457411227699416,2017-06-22 19:28:00,2017-06-22,2017-06,2017-06-19/2017-06-25,1
5a047c7a0cd60f001eed3710,1457411227699416,2017-06-22 16:16:13,2017-06-22,2017-06,2017-06-19/2017-06-25,1
5a047c7a0cd60f001eed3711,1457411227699416,2017-06-22 15:57:08,2017-06-22,2017-06,2017-06-19/2017-06-25,1
5a047c7a0cd60f001eed3712,1457411227699416,2017-06-22 00:50:02,2017-06-22,2017-06,2017-06-19/2017-06-25,1
5a047c7a0cd60f001eed3713,1457411227699416,2017-06-21 20:09:35,2017-06-21,2017-06,2017-06-19/2017-06-25,1
5a047c7a0cd60f001eed3714,1457411227699416,2017-06-21 15:28:25,2017-06-21,2017-06,2017-06-19/2017-06-25,1
5a047c7a0cd60f001eed3715,1457411227699416,2017-06-21 15:28:23,2017-06-21,2017-06,2017-06-19/2017-06-25,1
5a047c7a0cd60f001eed3716,1457411227699416,2017-06-21 15:28:21,2017-06-21,2017-06,2017-06-19/2017-06-25,1
5a047c7a0cd60f001eed3717,1457411227699416,2017-06-21 15:28:19,2017-06-21,2017-06,2017-06-19/2017-06-25,1
5a047c7a0cd60f001eed3718,1457411227699416,2017-06-21 15:28:17,2017-06-21,2017-06,2017-06-19/2017-06-25,1
5a047c7a0cd60f001eed3719,1457411227699416,2017-06-20 22:53:37,2017-06-20,2017-06,2017-06-19/2017-06-25,1
5a047c7a0cd60f001eed371a,1457411227699416,2017-06-20 13:01:27,2017-06-20,2017-06,2017-06-19/2017-06-25,1
5a047c7a0cd60f001eed371b,1457411227699416,2017-06-17 16:29:32,2017-06-17,2017-06,2017-06-12/2017-06-18,1
5a047c7a0cd60f001eed371c,1457411227699416,2017-06-16 23:11:53,2017-06-16,2017-06,2017-06-12/2017-06-18,1
5a047c7a0cd60f001eed371d,1457411227699416,2017-06-12 03:41:59,2017-06-12,2017-06,2017-06-12/2017-06-18,1
5a047c7a0cd60f001eed371e,1457411227699416,2017-06-10 15:07:32,2017-06-10,2017-06,2017-06-05/2017-06-11,1
5a047c7a0cd60f001eed371f,1457411227699416,2017-06-10 03:04:38,2017-06-10,2017-06,2017-06-05/2017-06-11,1
5a047c7a0cd60f001eed3720,1457411227699416,2017-06-06 14:03:49,2017-06-06,2017-06,2017-06-05/2017-06-11,1
5a047c7a0cd60f001eed3721,1457411227699416,2017-06-05 22:50:53,2017-06-05,2017-06,2017-06-05/2017-06-11,1
5a047c7a0cd60f001eed3722,1457411227699416,2017-06-04 19:24:52,2017-06-04,2017-06,2017-05-29/2017-06-04,1
5a047c7a0cd60f001eed3723,1457411227699416,2017-06-03 14:45:22,2017-06-03,2017-06,2017-05-29/2017-06-04,1
5a047c7a0cd60f001eed3724,1457411227699416,2017-06-01 15:11:09,2017-06-01,2017-06,2017-05-29/2017-06-04,1
5a047c7a0cd60f001eed3725,1457411227699416,2017-06-01 14:41:08,2017-06-01,2017-06,2017-05-29/2017-06-04,1
5a047c7a0cd60f001eed3726,1457411227699416,2017-05-31 17:05:23,2017-05-31,2017-05,2017-05-29/2017-06-04,1
5a047c7a0cd60f001eed3727,1457411227699416,2017-05-31 04:53:17,2017-05-31,2017-05,2017-05-29/2017-06-04,1
5a047c7a0cd60f001eed3728,1457411227699416,2017-05-30 03:58:14,2017-05-30,2017-05,2017-05-29/2017-06-04,1
5a047c7a0cd60f001eed3729,1457411227699416,2017-05-29 04:44:02,2017-05-29,2017-05,2017-05-29/2017-06-04,1
5a047c7a0cd60f001eed372a,1457411227699416,2017-05-29 02:20:42,2017-05-29,2017-05,2017-05-29/2017-06-04,1
5a047c7a0cd60f001eed372b,1457411227699416,2017-05-28 17:37:14,2017-05-28,2017-05,2017-05-22/2017-05-28,1
5a047c7a0cd60f001eed372c,1457411227699416,2017-05-26 03:46:34,2017-05-26,2017-05,2017-05-22/2017-05-28,1
5a047c7a0cd60f001eed372d,1457411227699416,2017-05-26 03:08:08,2017-05-26,2017-05,2017-05-22/2017-05-28,1
5a047c7a0cd60f001eed372e,1457411227699416,2017-05-25 01:25:49,2017-05-25,2017-05,2017-05-22/2017-05-28,1
5a047c7a0cd60f001eed372f,1457411227699416,2017-05-24 11:47:21,2017-05-24,2017-05,2017-05-22/2017-05-28,1
5a047c7a0cd60f001eed3730,1457411227699416,2017-05-23 20:54:22,2017-05-23,2017-05,2017-05-22/2017-05-28,1
5a047c7a0cd60f001eed3731,1457411227699416,2017-05-23 17:06:25,2017-05-23,2017-05,2017-05-22/2017-05-28,1
5a047c7a0cd60f001eed3732,1457411227699416,2017-05-23 02:01:12,2017-05-23,2017-05,2017-05-22/2017-05-28,1
5a047c7a0cd60f001eed3733,1457411227699416,2017-05-22 14:02:02,2017-05-22,2017-05,2017-05-22/2017-05-28,1
5a047c7a0cd60f001eed3734,1457411227699416,2017-05-22 04:52:44,2017-05-22,2017-05,2017-05-22/2017-05-28,1
5a047c7a0cd60f001eed3735,1457411227699416,2017-05-20 00:07:51,2017-05-20,2017-05,2017-05-15/2017-05-21,1
5a047c7a0cd60f001eed3736,1457411227699416,2017-05-20 00:07:47,2017-05-20,2017-05,2017-05-15/2017-05-21,1
5a047c7a0cd60f001eed3737,1457411227699416,2017-05-18 22:04:19,2017-05-18,2017-05,2017-05-15/2017-05-21,1
5a047c7a0cd60f001eed3738,1457411227699416,2017-05-18 12:14:37,2017-05-18,2017-05,2017-05-15/2017-05-21,1
5a047c7a0cd60f001eed3739,1457411227699416,2017-05-18 12:14:36,2017-05-18,2017-05,2017-05-15/2017-05-21,1
5a047c7a0cd60f001eed373a,1457411227699416,2017-05-18 12:14:34,2017-05-18,2017-05,2017-05-15/2017-05-21,1
5a047c7a0cd60f001eed373b,1457411227699416,2017-05-18 12:14:33,2017-05-18,2017-05,2017-05-15/2017-05-21,1
5a047c7a0cd60f001eed373c,1457411227699416,2017-05-15 21:53:10,2017-05-15,2017-05,2017-05-15/2017-05-21,1
5a047c7a0cd60f001eed373d,1457411227699416,2017-05-15 21:44:34,2017-05-15,2017-05,2017-05-15/2017-05-21,1
5a047c7a0cd60f001eed373e,1457411227699416,2017-05-15 21:41:57,2017-05-15,2017-05,2017-05-15/2017-05-21,1
5a047c7a0cd60f001eed373f,1457411227699416,2017-05-15 13:48:13,2017-05-15,2017-05,2017-05-15/2017-05-21,1
5a047c7a0cd60f001eed3740,1457411227699416,2017-05-13 08:57:50,2017-05-13,2017-05,2017-05-08/2017-05-14,1
5a047c7a0cd60f001eed3741,1457411227699416,2017-05-12 21:29:07,2017-05-12,2017-05,2017-05-08/2017-05-14,1
5a047c7a0cd60f001eed3742,1457411227699416,2017-05-12 15:43:17,2017-05-12,2017-05,2017-05-08/2017-05-14,1
5a047c7a0cd60f001eed3743,1457411227699416,2017-05-11 15:43:19,2017-05-11,2017-05,2017-05-08/2017-05-14,1
5a047c7a0cd60f001eed3744,1457411227699416,2017-05-07 23:08:27,2017-05-07,2017-05,2017-05-01/2017-05-07,1
5a047c7a0cd60f001eed3745,1457411227699416,2017-05-06 16:09:45,2017-05-06,2017-05,2017-05-01/2017-05-07,1
5a047c7a0cd60f001eed3746,1457411227699416,2017-05-06 16:09:26,2017-05-06,2017-05,2017-05-01/2017-05-07,1
5a047c7a0cd60f001eed3747,1457411227699416,2017-05-04 15:38:25,2017-05-04,2017-05,2017-05-01/2017-05-07,1
5a047c7a0cd60f001eed3748,1457411227699416,2017-05-04 04:08:39,2017-05-04,2017-05,2017-05-01/2017-05-07,1
5a047c7a0cd60f001eed3749,1457411227699416,2017-05-03 01:39:52,2017-05-03,2017-05,2017-05-01/2017-05-07,1
5a047c7a0cd60f001eed374a,1457411227699416,2017-05-02 19:18:33,2017-05-02,2017-05,2017-05-01/2017-05-07,1
5a05c643feeda4001e7f767b,2069736153313031,2017-11-09 20:02:17,2017-11-09,2017-11,2017-11-06/2017-11-12,1
5a05c643feeda4001e7f767c,2069736153313031,2017-11-09 19:59:37,2017-11-09,2017-11,2017-11-06/2017-11-12,1
5a05c643feeda4001e7f767d,2069736153313031,2017-11-09 19:53:28,2017-11-09,2017-11,2017-11-06/2017-11-12,1
5a05c643feeda4001e7f767e,2069736153313031,2017-11-09 19:42:39,2017-11-09,2017-11,2017-11-06/2017-11-12,1
5a05c643feeda4001e7f767f,2069736153313031,2017-11-09 19:38:54,2017-11-09,2017-11,2017-11-06/2017-11-12,1
5a05c643feeda4001e7f7680,2069736153313031,2017-11-09 19:30:58,2017-11-09,2017-11,2017-11-06/2017-11-12,1
5a05c643feeda4001e7f7681,2069736153313031,2017-11-08 13:01:14,2017-11-08,2017-11,2017-11-06/2017-11-12,1
5a05c643feeda4001e7f7682,2069736153313031,2017-11-06 00:24:00,2017-11-06,2017-11,2017-11-06/2017-11-12,1
5a05c643feeda4001e7f7683,2069736153313031,2017-11-02 20:36:00,2017-11-02,2017-11,2017-10-30/2017-11-05,1
5a05c643feeda4001e7f7684,2069736153313031,2017-11-02 02:37:44,2017-11-02,2017-11,2017-10-30/2017-11-05,1
5a05c643feeda4001e7f7685,2069736153313031,2017-11-01 19:32:23,2017-11-01,2017-11,2017-10-30/2017-11-05,1
5a05c643feeda4001e7f7686,2069736153313031,2017-11-01 02:45:37,2017-11-01,2017-11,2017-10-30/2017-11-05,1
5a05c643feeda4001e7f7687,2069736153313031,2017-10-31 02:30:04,2017-10-31,2017-10,2017-10-30/2017-11-05,1
5a05c643feeda4001e7f7688,2069736153313031,2017-10-30 20:15:14,2017-10-30,2017-10,2017-10-30/2017-11-05,1
5a05c643feeda4001e7f7689,2069736153313031,2017-10-30 19:10:11,2017-10-30,2017-10,2017-10-30/2017-11-05,1
5a05c643feeda4001e7f768a,2069736153313031,2017-10-29 02:02:43,2017-10-29,2017-10,2017-10-23/2017-10-29,1
5a05c643feeda4001e7f768b,2069736153313031,2017-10-28 21:59:20,2017-10-28,2017-10,2017-10-23/2017-10-29,1
5a05c643feeda4001e7f768c,2069736153313031,2017-10-28 02:10:58,2017-10-28,2017-10,2017-10-23/2017-10-29,1
5a05c643feeda4001e7f768d,2069736153313031,2017-10-28 02:03:16,2017-10-28,2017-10,2017-10-23/2017-10-29,1
5a05c643feeda4001e7f768e,2069736153313031,2017-10-28 02:02:56,2017-10-28,2017-10,2017-10-23/2017-10-29,1
5a05c643feeda4001e7f768f,2069736153313031,2017-10-28 01:59:23,2017-10-28,2017-10,2017-10-23/2017-10-29,1
5a05c643feeda4001e7f7690,2069736153313031,2017-10-28 01:57:18,2017-10-28,2017-10,2017-10-23/2017-10-29,1
5a05c643feeda4001e7f7691,2069736153313031,2017-10-28 01:48:40,2017-10-28,2017-10,2017-10-23/2017-10-29,1
5a05c643feeda4001e7f7692,2069736153313031,2017-10-28 01:47:49,2017-10-28,2017-10,2017-10-23/2017-10-29,1
5a05c643feeda4001e7f7693,2069736153313031,2017-10-28 00:23:55,2017-10-28,2017-10,2017-10-23/2017-10-29,1
5a05c643feeda4001e7f7694,2069736153313031,2017-10-28 00:23:50,2017-10-28,2017-10,2017-10-23/2017-10-29,1
5a05c643feeda4001e7f7695,2069736153313031,2017-10-27 17:28:32,2017-10-27,2017-10,2017-10-23/2017-10-29,1
5a05c643feeda4001e7f7696,2069736153313031,2017-10-27 17:26:39,2017-10-27,2017-10,2017-10-23/2017-10-29,1
5a05c643feeda4001e7f7697,2069736153313031,2017-10-27 16:46:53,2017-10-27,2017-10,2017-10-23/2017-10-29,1
5a05c643feeda4001e7f7698,2069736153313031,2017-10-27 16:30:13,2017-10-27,2017-10,2017-10-23/2017-10-29,1
5a05c643feeda4001e7f7699,2069736153313031,2017-10-27 13:40:31,2017-10-27,2017-10,2017-10-23/2017-10-29,1
5a05c643feeda4001e7f769a,2069736153313031,2017-10-27 02:00:12,2017-10-27,2017-10,2017-10-23/2017-10-29,1
5a05c643feeda4001e7f769b,2069736153313031,2017-10-27 01:27:53,2017-10-27,2017-10,2017-10-23/2017-10-29,1
5a05c643feeda4001e7f769c,2069736153313031,2017-10-27 01:27:41,2017-10-27,2017-10,2017-10-23/2017-10-29,1
