id_usuario,data,num_posts
10214421550670970,2017-08-31,8
10214421550670970,2017-09-01,7
10214421550670970,2017-09-02,1
10214421550670970,2017-09-03,1
10214421550670970,2017-09-04,1
10214421550670970,2017-09-05,1
10214421550670970,2017-09-06,3
10214421550670970,2017-09-07,4
10214421550670970,2017-09-08,2
10214421550670970,2017-09-09,1
10214421550670970,2017-09-10,3
10214421550670970,2017-09-12,1
10214421550670970,2017-09-15,2
10214421550670970,2017-09-17,1
10214421550670970,2017-09-18,2
10214421550670970,2017-09-19,2
10214421550670970,2017-09-20,1
10214421550670970,2017-09-21,1
10214421550670970,2017-09-23,10
10214421550670970,2017-09-24,5
10214421550670970,2017-09-25,3
10214421550670970,2017-09-26,6
10214421550670970,2017-09-27,1
10214421550670970,2017-09-28,6
10214421550670970,2017-10-04,3
10214421550670970,2017-10-05,5
10214421550670970,2017-10-06,10
10214421550670970,2017-10-07,7
10214421550670970,2017-10-08,11
10214421550670970,2017-10-09,6
10214421550670970,2017-10-10,6
10214421550670970,2017-10-11,5
10214421550670970,2017-10-12,1
10214421550670970,2017-10-13,3
10214421550670970,2017-10-14,4
10214421550670970,2017-10-15,3
10214421550670970,2017-10-16,2
10214421550670970,2017-10-17,2
10214421550670970,2017-10-18,2
10214421550670970,2017-10-19,4
10214421550670970,2017-10-20,6
10214421550670970,2017-10-21,5
10214421550670970,2017-10-22,6
10214421550670970,2017-10-23,1
10214421550670970,2017-10-25,3
10214421550670970,2017-10-26,3
10214421550670970,2017-10-27,9
10214421550670970,2017-10-28,10
10214421550670970,2017-10-29,10
10214421550670970,2017-10-30,4
10214421550670970,2017-10-31,8
10214421550670970,2017-11-01,7
10214421550670970,2017-11-02,3
10214421550670970,2017-11-03,2
10214421550670970,2017-11-04,2
10214421550670970,2017-11-05,4
10214421550670970,2017-11-06,5
10214421550670970,2017-11-07,9
10214421550670970,2017-11-08,19
10214421550670970,2017-11-09,24
10214421550670970,2017-11-10,23
10214421550670970,2017-11-11,17
10214421550670970,2017-11-12,16
10214421550670970,2017-11-13,9
10214421550670970,2017-11-14,10
10214421550670970,2017-11-15,21
10214421550670970,2017-11-16,16
10214421550670970,2017-11-17,16
10214421550670970,2017-11-18,20
10214421550670970,2017-11-19,21
10214421550670970,2017-11-20,32
10214421550670970,2017-11-21,27
10214421550670970,2017-11-22,31
10214421550670970,2017-11-23,45
10214421550670970,2017-11-24,10
10214421550670970,2017-11-25,37
10214421550670970,2017-11-26,5
10214421550670970,2017-11-27,15
1022864967872047,2017-06-02,4
1022864967872047,2017-06-03,2
1022864967872047,2017-06-07,3
1022864967872047,2017-06-08,1
1022864967872047,2017-06-10,1
1022864967872047,2017-06-12,1
1022864967872047,2017-06-13,2
1022864967872047,2017-06-15,4
1022864967872047,2017-06-17,1
1022864967872047,2017-06-18,1
1022864967872047,2017-06-22,2
1022864967872047,2017-06-23,9
1022864967872047,2017-06-27,2
1022864967872047,2017-06-28,1
1022864967872047,2017-06-29,4
1022864967872047,2017-06-30,2
1022864967872047,2017-07-01,1
1022864967872047,2017-07-05,1
1022864967872047,2017-07-06,4
1022864967872047,2017-07-07,1
1022864967872047,2017-07-08,6
1022864967872047,2017-07-09,2
1022864967872047,2017-07-10,1
1022864967872047,2017-07-12,3
1022864967872047,2017-07-13,1
1022864967872047,2017-07-14,1
1022864967872047,2017-07-16,2
1022864967872047,2017-07-19,4
1022864967872047,2017-07-20,3
1022864967872047,2017-07-21,3
1022864967872047,2017-07-22,5
1022864967872047,2017-07-23,5
1022864967872047,2017-07-24,3
1022864967872047,2017-07-25,1
1022864967872047,2017-07-26,1
1022864967872047,2017-07-27,1
1022864967872047,2017-07-28,2
1022864967872047,2017-07-29,3
1022864967872047,2017-07-30,3
1022864967872047,2017-07-31,1
1022864967872047,2017-08-03,2
1022864967872047,2017-08-06,1
1022864967872047,2017-08-07,3
1022864967872047,2017-08-08,1
1022864967872047,2017-08-09,1
1022864967872047,2017-08-10,2
1022864967872047,2017-08-11,1
1022864967872047,2017-08-12,1
1022864967872047,2017-08-13,2
1022864967872047,2017-08-14,3
1022864967872047,2017-08-15,6
1022864967872047,2017-08-17,2
1022864967872047,2017-08-19,3
1022864967872047,2017-08-20,2
1022864967872047,2017-08-22,2
1022864967872047,2017-08-25,1
1022864967872047,2017-08-27,1
1022864967872047,2017-08-29,1
1022864967872047,2017-08-31,3
1022864967872047,2017-09-01,1
1022864967872047,2017-09-02,1
1022864967872047,2017-09-03,1
1022864967872047,2017-09-05,2
1022864967872047,2017-09-06,13
1022864967872047,2017-09-07,1
1022864967872047,2017-09-08,1
1022864967872047,2017-09-10,3
1022864967872047,2017-09-12,2
1022864967872047,2017-09-15,2
1022864967872047,2017-09-18,1
1022864967872047,2017-09-19,1
1022864967872047,2017-09-20,2
1022864967872047,2017-09-21,2
1022864967872047,2017-09-22,1
1022864967872047,2017-09-23,2
1022864967872047,2017-09-25,2
1022864967872047,2017-09-26,1
1022864967872047,2017-09-27,3
1022864967872047,2017-09-28,1
1022864967872047,2017-09-29,2
1022864967872047,2017-10-01,2
1022864967872047,2017-10-05,2
1022864967872047,2017-10-06,1
1022864967872047,2017-10-07,3
1022864967872047,2017-10-09,3
1022864967872047,2017-10-10,5
1022864967872047,2017-10-11,3
1022864967872047,2017-10-13,1
1022864967872047,2017-10-14,3
1022864967872047,2017-10-15,1
1022864967872047,2017-10-16,2
1022864967872047,2017-10-17,5
1022864967872047,2017-10-21,2
1022864967872047,2017-10-22,1
1022864967872047,2017-10-24,1
1022864967872047,2017-10-25,4
1022864967872047,2017-10-27,3
1022864967872047,2017-10-28,3
1022864967872047,2017-10-29,2
1022864967872047,2017-10-30,1
1022864967872047,2017-11-01,1
1022864967872047,2017-11-02,2
1022864967872047,2017-11-03,2
1022864967872047,2017-11-05,1
1022864967872047,2017-11-06,1
1022864967872047,2017-11-07,3
1022864967872047,2017-11-09,6
1022864967872047,2017-11-10,1
1022864967872047,2017-11-11,4
1022864967872047,2017-11-13,1
1022864967872047,2017-11-15,1
1022864967872047,2017-11-16,2
1022864967872047,2017-11-17,4
1022864967872047,2017-11-18,1
1022864967872047,2017-11-19,3
1022864967872047,2017-11-20,4
1022864967872047,2017-11-21,2
1022864967872047,2017-11-22,2
1022864967872047,2017-11-23,1
1022864967872047,2017-11-24,3
1022864967872047,2017-11-26,7
1022864967872047,2017-11-28,2
1022864967872047,2017-11-29,1
1033110380164779,2017-06-01,6
1033110380164779,2017-06-02,2
1033110380164779,2017-06-05,1
1033110380164779,2017-06-08,4
1033110380164779,2017-06-09,2
1033110380164779,2017-06-10,2
1033110380164779,2017-06-14,3
1033110380164779,2017-06-15,4
1033110380164779,2017-06-16,13
1033110380164779,2017-06-17,2
1033110380164779,2017-06-18,5
1033110380164779,2017-06-19,3
1033110380164779,2017-06-20,6
1033110380164779,2017-06-21,4
1033110380164779,2017-06-22,1
1033110380164779,2017-06-24,4
1033110380164779,2017-06-25,1
1033110380164779,2017-06-26,3
1033110380164779,2017-06-27,1
1033110380164779,2017-06-28,1
1033110380164779,2017-06-29,3
1033110380164779,2017-06-30,1
1033110380164779,2017-07-01,4
1033110380164779,2017-07-02,2
1033110380164779,2017-07-03,5
1033110380164779,2017-07-04,4
1033110380164779,2017-07-05,15
1033110380164779,2017-07-06,2
1033110380164779,2017-07-07,12
1033110380164779,2017-07-08,10
1033110380164779,2017-07-09,15
1033110380164779,2017-07-10,6
1033110380164779,2017-07-11,5
1033110380164779,2017-07-12,5
1033110380164779,2017-07-13,6
1033110380164779,2017-07-14,3
1033110380164779,2017-07-15,3
1033110380164779,2017-07-16,8
1033110380164779,2017-07-17,3
1033110380164779,2017-07-20,2
1033110380164779,2017-07-22,1
1033110380164779,2017-07-30,6
1033110380164779,2017-08-02,2
1033110380164779,2017-08-11,12
1033110380164779,2017-08-13,3
1033110380164779,2017-08-15,4
1033110380164779,2017-08-19,1
1033110380164779,2017-08-20,9
1033110380164779,2017-08-21,4
1033110380164779,2017-08-22,1
1033110380164779,2017-08-23,2
1033110380164779,2017-08-24,13
1033110380164779,2017-08-27,1
1033110380164779,2017-08-28,1
1033110380164779,2017-08-29,1
1033110380164779,2017-08-31,6
1033110380164779,2017-09-01,7
1033110380164779,2017-09-02,2
1033110380164779,2017-09-03,4
1033110380164779,2017-09-05,1
1033110380164779,2017-09-06,3
1033110380164779,2017-09-08,2
1033110380164779,2017-09-09,1
1033110380164779,2017-09-10,4
1033110380164779,2017-09-11,7
1033110380164779,2017-09-12,1
1033110380164779,2017-09-13,2
1033110380164779,2017-09-22,1
1033110380164779,2017-09-23,1
1033110380164779,2017-09-24,3
1033110380164779,2017-09-25,3
1033110380164779,2017-09-26,2
1033110380164779,2017-09-29,2
1033110380164779,2017-09-30,2
1033110380164779,2017-10-01,1
1033110380164779,2017-10-02,1
1033110380164779,2017-10-03,1
1033110380164779,2017-10-06,1
1033110380164779,2017-10-07,1
1033110380164779,2017-10-08,1
1033110380164779,2017-10-10,2
1033110380164779,2017-10-11,1
1033110380164779,2017-10-12,4
1033110380164779,2017-10-19,1
1033110380164779,2017-10-21,6
1033110380164779,2017-10-22,1
1033110380164779,2017-10-25,2
1033110380164779,2017-10-26,2
1033110380164779,2017-10-27,6
1033110380164779,2017-10-28,3
1033110380164779,2017-10-31,3
1033110380164779,2017-11-01,1
1033110380164779,2017-11-02,4
1033110380164779,2017-11-03,6
1033110380164779,2017-11-05,1
1033110380164779,2017-11-06,2
1033110380164779,2017-11-07,1
1033110380164779,2017-11-08,1
1033110380164779,2017-11-09,1
1033110380164779,2017-11-10,2
1033110380164779,2017-11-11,3
1033110380164779,2017-11-12,6
1033110380164779,2017-11-13,1
1033110380164779,2017-11-15,2
1033110380164779,2017-11-16,1
1033110380164779,2017-11-17,3
1033110380164779,2017-11-18,3
1033110380164779,2017-11-19,8
1033110380164779,2017-11-22,4
1033110380164779,2017-11-23,10
1033110380164779,2017-11-24,55
1033110380164779,2017-11-25,11
1033110380164779,2017-11-26,36
1033110380164779,2017-11-27,66
1033110380164779,2017-11-28,32
1033110380164779,2017-11-29,20
1044942355647418,2017-06-03,1
1044942355647418,2017-06-08,1
1044942355647418,2017-06-10,1
1044942355647418,2017-06-14,1
1044942355647418,2017-06-28,3
1044942355647418,2017-06-30,1
1044942355647418,2017-07-02,1
1044942355647418,2017-07-03,1
1044942355647418,2017-07-05,2
1044942355647418,2017-07-06,1
1044942355647418,2017-07-13,2
1044942355647418,2017-07-14,1
1044942355647418,2017-07-27,1
1044942355647418,2017-07-31,1
1044942355647418,2017-08-01,1
1044942355647418,2017-08-04,1
1044942355647418,2017-08-06,2
1044942355647418,2017-08-10,1
1044942355647418,2017-08-17,2
1044942355647418,2017-08-29,1
1044942355647418,2017-08-31,2
1044942355647418,2017-09-02,1
1044942355647418,2017-09-07,1
1044942355647418,2017-09-18,1
1044942355647418,2017-09-20,1
1044942355647418,2017-10-01,1
1044942355647418,2017-10-03,2
1044942355647418,2017-10-08,1
1044942355647418,2017-10-12,2
1044942355647418,2017-10-14,1
1044942355647418,2017-10-15,1
1044942355647418,2017-10-18,1
1044942355647418,2017-10-19,1
1044942355647418,2017-10-20,1
1044942355647418,2017-10-22,1
1044942355647418,2017-11-02,1
1044942355647418,2017-11-03,1
1044942355647418,2017-11-07,1
1044942355647418,2017-11-15,1
1044942355647418,2017-11-16,1
1044942355647418,2017-11-21,1
1044942355647418,2017-11-26,1
1105432349559329,2017-06-03,1
1105432349559329,2017-06-05,1
1105432349559329,2017-06-11,1
1105432349559329,2017-06-13,1
1105432349559329,2017-06-20,1
1105432349559329,2017-06-25,1
1105432349559329,2017-06-28,1
1105432349559329,2017-06-30,1
1105432349559329,2017-07-03,1
1105432349559329,2017-07-15,1
1105432349559329,2017-07-16,1
1105432349559329,2017-07-23,1
1105432349559329,2017-08-04,1
1105432349559329,2017-08-06,1
1105432349559329,2017-08-13,1
1105432349559329,2017-09-04,1
1105432349559329,2017-09-14,1
1105432349559329,2017-09-16,1
1105432349559329,2017-09-26,1
1105432349559329,2017-10-19,1
1105432349559329,2017-10-22,1
1105432349559329,2017-11-03,1
1105432349559329,2017-11-05,1
1105432349559329,2017-11-09,2
1105432349559329,2017-11-11,2
1105432349559329,2017-11-15,1
1105432349559329,2017-11-16,1
1105432349559329,2017-11-18,1
1105432349559329,2017-11-19,2
1105432349559329,2017-11-21,1
1105432349559329,2017-11-22,1
1105432349559329,2017-11-26,1
1105432349559329,2017-11-28,1
1170510339747390,2017-06-01,3
1170510339747390,2017-06-04,1
1170510339747390,2017-06-05,1
1170510339747390,2017-06-08,2
1170510339747390,2017-06-09,1
1170510339747390,2017-06-12,1
1170510339747390,2017-06-24,2
1170510339747390,2017-06-27,1
1170510339747390,2017-06-28,1
1170510339747390,2017-07-08,1
1170510339747390,2017-07-14,1
1170510339747390,2017-07-16,2
1170510339747390,2017-07-24,1
1170510339747390,2017-07-31,2
1170510339747390,2017-08-18,1
1170510339747390,2017-08-26,1
1170510339747390,2017-08-28,1
1170510339747390,2017-09-02,3
1170510339747390,2017-09-03,1
1170510339747390,2017-09-05,1
1170510339747390,2017-09-06,3
1170510339747390,2017-09-07,1
1170510339747390,2017-09-08,2
1170510339747390,2017-09-09,1
1170510339747390,2017-09-10,2
1170510339747390,2017-09-11,3
1170510339747390,2017-09-12,1
1170510339747390,2017-09-13,4
1170510339747390,2017-09-17,1
1170510339747390,2017-09-18,1
1170510339747390,2017-09-19,3
1170510339747390,2017-09-20,2
1170510339747390,2017-09-22,1
1170510339747390,2017-09-23,2
1170510339747390,2017-09-30,2
1170510339747390,2017-10-01,3
1170510339747390,2017-10-02,4
1170510339747390,2017-10-05,2
1170510339747390,2017-10-11,3
1170510339747390,2017-10-12,1
1170510339747390,2017-10-14,2
1170510339747390,2017-10-18,1
1170510339747390,2017-10-19,1
1170510339747390,2017-10-20,2
1170510339747390,2017-10-21,5
1170510339747390,2017-10-23,11
1170510339747390,2017-10-24,1
1170510339747390,2017-10-25,2
1170510339747390,2017-10-28,1
1170510339747390,2017-10-29,1
1170510339747390,2017-10-30,3
1170510339747390,2017-11-03,4
1170510339747390,2017-11-05,1
1170510339747390,2017-11-06,3
1170510339747390,2017-11-07,1
1170510339747390,2017-11-08,1
1170510339747390,2017-11-09,1
1170510339747390,2017-11-10,2
1170510339747390,2017-11-13,1
1170510339747390,2017-11-14,1
1170510339747390,2017-11-15,2
1170510339747390,2017-11-16,4
1170510339747390,2017-11-17,8
1170510339747390,2017-11-19,4
1170510339747390,2017-11-20,6
1170510339747390,2017-11-21,13
1170510339747390,2017-11-22,4
1170510339747390,2017-11-23,6
1170510339747390,2017-11-24,2
1170510339747390,2017-11-25,4
1170510339747390,2017-11-26,2
1170510339747390,2017-11-27,6
1170510339747390,2017-11-28,3
1211223432346372,2017-06-02,1
1211223432346372,2017-06-03,1
1211223432346372,2017-06-05,1
1211223432346372,2017-06-06,5
1211223432346372,2017-06-07,3
1211223432346372,2017-06-08,1
1211223432346372,2017-06-09,2
1211223432346372,2017-06-10,1
1211223432346372,2017-06-11,1
1211223432346372,2017-06-13,1
1211223432346372,2017-06-15,2
1211223432346372,2017-06-16,2
1211223432346372,2017-06-17,1
1211223432346372,2017-06-18,4
1211223432346372,2017-06-19,1
1211223432346372,2017-06-21,1
1211223432346372,2017-06-22,2
1211223432346372,2017-06-25,3
1211223432346372,2017-06-26,1
1211223432346372,2017-06-28,2
1211223432346372,2017-07-01,5
1211223432346372,2017-07-06,3
1211223432346372,2017-07-07,1
1211223432346372,2017-07-09,2
1211223432346372,2017-07-10,1
1211223432346372,2017-07-12,1
1211223432346372,2017-07-17,2
1211223432346372,2017-07-20,1
1211223432346372,2017-07-21,1
1211223432346372,2017-07-23,2
1211223432346372,2017-07-24,1
1211223432346372,2017-07-26,1
1211223432346372,2017-07-27,1
1211223432346372,2017-07-31,3
1211223432346372,2017-08-02,1
1211223432346372,2017-08-07,1
1211223432346372,2017-08-09,2
1211223432346372,2017-08-10,1
1211223432346372,2017-08-11,1
1211223432346372,2017-08-12,1
1211223432346372,2017-08-13,1
1211223432346372,2017-08-14,3
1211223432346372,2017-08-17,1
1211223432346372,2017-08-18,1
1211223432346372,2017-08-20,1
1211223432346372,2017-08-21,1
1211223432346372,2017-08-22,3
1211223432346372,2017-08-23,1
1211223432346372,2017-08-24,4
1211223432346372,2017-08-25,1
1211223432346372,2017-08-27,2
1211223432346372,2017-08-28,1
1211223432346372,2017-08-29,2
1211223432346372,2017-08-31,2
1211223432346372,2017-09-02,2
1211223432346372,2017-09-03,2
1211223432346372,2017-09-05,1
1211223432346372,2017-09-06,2
1211223432346372,2017-09-10,4
1211223432346372,2017-09-11,3
1211223432346372,2017-09-12,2
1211223432346372,2017-09-13,1
1211223432346372,2017-09-14,1
1211223432346372,2017-09-15,2
1211223432346372,2017-09-16,3
1211223432346372,2017-09-17,2
1211223432346372,2017-09-21,1
1211223432346372,2017-09-28,1
1211223432346372,2017-10-02,1
1211223432346372,2017-10-08,1
1211223432346372,2017-10-09,1
1211223432346372,2017-10-10,2
1211223432346372,2017-10-11,2
1211223432346372,2017-10-12,2
1211223432346372,2017-10-15,2
1211223432346372,2017-10-16,1
1211223432346372,2017-10-18,1
1211223432346372,2017-10-22,1
1211223432346372,2017-10-25,3
1211223432346372,2017-10-27,1
1211223432346372,2017-10-28,1
1211223432346372,2017-10-29,1
1211223432346372,2017-11-02,1
1211223432346372,2017-11-06,1
1211223432346372,2017-11-09,1
1211223432346372,2017-11-12,1
1211223432346372,2017-11-15,1
1211223432346372,2017-11-19,3
1211223432346372,2017-11-28,1
1232495143519028,2017-06-01,3
1232495143519028,2017-06-03,10
1232495143519028,2017-06-04,1
1232495143519028,2017-06-05,5
1232495143519028,2017-06-06,7
1232495143519028,2017-06-07,10
1232495143519028,2017-06-08,7
1232495143519028,2017-06-09,4
1232495143519028,2017-06-10,6
1232495143519028,2017-06-11,8
1232495143519028,2017-06-12,4
1232495143519028,2017-06-13,2
1232495143519028,2017-06-14,3
1232495143519028,2017-06-16,10
1232495143519028,2017-06-17,10
1232495143519028,2017-06-18,4
1232495143519028,2017-06-19,6
1232495143519028,2017-06-20,2
1232495143519028,2017-06-21,9
1232495143519028,2017-06-22,4
1232495143519028,2017-06-23,2
1232495143519028,2017-06-24,1
1232495143519028,2017-06-25,3
1232495143519028,2017-06-26,3
1232495143519028,2017-06-27,11
1232495143519028,2017-06-28,4
1232495143519028,2017-06-29,1
1232495143519028,2017-06-30,6
1232495143519028,2017-07-01,8
1232495143519028,2017-07-02,3
1232495143519028,2017-07-03,6
1232495143519028,2017-07-06,8
1232495143519028,2017-07-07,5
1232495143519028,2017-07-08,2
1232495143519028,2017-07-09,6
1232495143519028,2017-07-10,5
1232495143519028,2017-07-11,1
1232495143519028,2017-07-12,3
1232495143519028,2017-07-13,5
1232495143519028,2017-07-14,4
1232495143519028,2017-07-15,7
1232495143519028,2017-07-17,2
1232495143519028,2017-07-18,4
1232495143519028,2017-07-19,3
1232495143519028,2017-07-20,2
1232495143519028,2017-07-21,3
1232495143519028,2017-07-22,1
1232495143519028,2017-07-23,3
1232495143519028,2017-07-24,2
1232495143519028,2017-07-26,3
1232495143519028,2017-07-27,1
1232495143519028,2017-07-28,3
1232495143519028,2017-07-29,2
1232495143519028,2017-07-30,1
1232495143519028,2017-07-31,4
1232495143519028,2017-08-02,3
1232495143519028,2017-08-03,5
1232495143519028,2017-08-04,9
1232495143519028,2017-08-05,4
1232495143519028,2017-08-06,5
1232495143519028,2017-08-07,2
1232495143519028,2017-08-08,1
1232495143519028,2017-08-09,2
1232495143519028,2017-08-10,2
1232495143519028,2017-08-12,4
1232495143519028,2017-08-13,5
1232495143519028,2017-08-14,3
1232495143519028,2017-08-17,6
1232495143519028,2017-08-18,3
1232495143519028,2017-08-19,2
1232495143519028,2017-08-20,2
1232495143519028,2017-08-21,1
1232495143519028,2017-08-22,1
1232495143519028,2017-08-23,3
1232495143519028,2017-08-24,7
1232495143519028,2017-08-25,5
1232495143519028,2017-08-26,1
1232495143519028,2017-08-27,5
1232495143519028,2017-08-28,1
1232495143519028,2017-08-30,2
1232495143519028,2017-09-01,2
1232495143519028,2017-09-02,4
1232495143519028,2017-09-04,3
1232495143519028,2017-09-07,1
1232495143519028,2017-09-08,1
1232495143519028,2017-09-11,2
1232495143519028,2017-09-15,2
1232495143519028,2017-09-16,1
1232495143519028,2017-09-29,8
1232495143519028,2017-09-30,1
1232495143519028,2017-10-01,1
1232495143519028,2017-10-03,2
1232495143519028,2017-10-05,2
1232495143519028,2017-10-06,1
1232495143519028,2017-10-09,1
1232495143519028,2017-10-10,2
1232495143519028,2017-10-11,3
1232495143519028,2017-10-12,2
1232495143519028,2017-10-13,3
1232495143519028,2017-10-14,3
1232495143519028,2017-10-15,1
1232495143519028,2017-10-16,3
1232495143519028,2017-10-18,3
1232495143519028,2017-10-19,2
1232495143519028,2017-10-20,4
1232495143519028,2017-10-21,3
1232495143519028,2017-10-22,7
1232495143519028,2017-10-23,2
1232495143519028,2017-10-24,1
1232495143519028,2017-10-25,4
1232495143519028,2017-10-26,4
1232495143519028,2017-10-27,3
1232495143519028,2017-10-30,1
1232495143519028,2017-10-31,2
1232495143519028,2017-11-01,3
1232495143519028,2017-11-02,5
1232495143519028,2017-11-03,2
1232495143519028,2017-11-04,1
1232495143519028,2017-11-07,1
1232495143519028,2017-11-09,5
1232495143519028,2017-11-10,8
1232495143519028,2017-11-11,5
1232495143519028,2017-11-12,3
1232495143519028,2017-11-13,2
1232495143519028,2017-11-14,5
1232495143519028,2017-11-16,2
1232495143519028,2017-11-17,8
1232495143519028,2017-11-18,2
1232495143519028,2017-11-19,3
1232495143519028,2017-11-20,5
1232495143519028,2017-11-21,2
1232495143519028,2017-11-22,1
1232495143519028,2017-11-24,4
1232495143519028,2017-11-25,1
1232495143519028,2017-11-26,3
1232495143519028,2017-11-27,3
1232495143519028,2017-11-28,1
1232495143519028,2017-11-29,1
1232495143519028,2017-11-30,2
1401426946632559,2017-06-02,1
1401426946632559,2017-06-06,3
1401426946632559,2017-06-08,3
1401426946632559,2017-06-15,1
1401426946632559,2017-06-16,1
1401426946632559,2017-06-17,1
1401426946632559,2017-06-20,2
1401426946632559,2017-06-22,3
1401426946632559,2017-06-26,1
1401426946632559,2017-06-29,2
1401426946632559,2017-06-30,2
1401426946632559,2017-07-01,9
1401426946632559,2017-07-05,11
1401426946632559,2017-07-06,1
1401426946632559,2017-07-07,1
1401426946632559,2017-07-11,6
1401426946632559,2017-07-12,1
1401426946632559,2017-07-13,1
1401426946632559,2017-07-16,3
1401426946632559,2017-07-17,3
1401426946632559,2017-07-18,2
1401426946632559,2017-07-19,1
1401426946632559,2017-07-20,2
1401426946632559,2017-07-21,1
1401426946632559,2017-07-22,1
1401426946632559,2017-07-23,1
1401426946632559,2017-08-03,4
1401426946632559,2017-08-05,8
1401426946632559,2017-08-06,1
1401426946632559,2017-08-11,5
1401426946632559,2017-08-12,1
1401426946632559,2017-08-17,5
1401426946632559,2017-08-18,1
1401426946632559,2017-08-23,3
1401426946632559,2017-08-25,2
1401426946632559,2017-09-01,2
1401426946632559,2017-09-02,8
1401426946632559,2017-09-21,7
1401426946632559,2017-10-10,1
1401426946632559,2017-10-16,1
1401426946632559,2017-10-24,1
1401426946632559,2017-10-30,1
1401426946632559,2017-11-22,8
1401426946632559,2017-11-24,1
1401426946632559,2017-11-26,1
1457411227699416,2017-06-01,11
1457411227699416,2017-06-02,1
1457411227699416,2017-06-03,2
1457411227699416,2017-06-05,2
1457411227699416,2017-06-06,2
1457411227699416,2017-06-07,1
1457411227699416,2017-06-08,1
1457411227699416,2017-06-09,1
1457411227699416,2017-06-11,1
1457411227699416,2017-06-12,2
1457411227699416,2017-06-13,1
1457411227699416,2017-06-14,2
1457411227699416,2017-06-16,2
1457411227699416,2017-06-17,3
1457411227699416,2017-06-20,1
1457411227699416,2017-06-21,2
1457411227699416,2017-06-23,5
1457411227699416,2017-06-24,4
1457411227699416,2017-06-25,1
1457411227699416,2017-06-26,2
1457411227699416,2017-06-28,4
1457411227699416,2017-06-29,4
1457411227699416,2017-06-30,1
1457411227699416,2017-07-02,1
1457411227699416,2017-07-03,1
1457411227699416,2017-07-05,3
1457411227699416,2017-07-06,3
1457411227699416,2017-07-07,2
1457411227699416,2017-07-10,1
1457411227699416,2017-07-11,4
1457411227699416,2017-07-12,4
1457411227699416,2017-07-13,2
1457411227699416,2017-07-15,1
1457411227699416,2017-07-16,3
1457411227699416,2017-07-17,1
1457411227699416,2017-07-18,2
1457411227699416,2017-07-19,1
1457411227699416,2017-07-20,4
1457411227699416,2017-07-23,1
1457411227699416,2017-07-24,2
1457411227699416,2017-07-25,1
1457411227699416,2017-07-27,3
1457411227699416,2017-07-28,4
1457411227699416,2017-07-29,2
1457411227699416,2017-07-30,2
1457411227699416,2017-07-31,1
1457411227699416,2017-08-01,2
1457411227699416,2017-08-02,1
